verdict	id	region	name	city	current_url	replacement_url	action	evidence	source_url
KEEP	105	MO	Kifaru Jitsu Martial Arts	Salem	http://www.kifarujitsu.com/		KEEP_AS_IS	"Site is ""Kifaru Jitsu Academy of Martial Arts"" - exact name match, live at the apex (www CNAMEs to it). Page describes Soke Dr. Stanford McNeal Sr. with Judo and Jujitsu ranks; no street address and no named grappling class rendered on the page I read, so grappling scope is implied rather than confirmed"	https://kifarujitsu.com/
KEEP	106	MO	St. Charles MMA and BJJ	St Charles	http://www.stcharlesmma.com/		KEEP_AS_IS	"1861 Scherer Pkwy #100, Saint Charles MO 63303, 314-443-7371; ""We provide instruction in Brazilian Jiu-Jitsu, Muay Thai, Wrestling, and Boxing"""	http://www.stcharlesmma.com/
KEEP	107	MO	Sullivan Athletic Club	Sullivan	http://www.sullivanathleticclub.net/		KEEP_AS_IS	"Live; nav item ""Brazilian Ju Jitsu & Grappling"" and schedule line ""BJJ ground fighting Mon - Wed 5:30 - 6:30pm""; located 23 Taylor Street, Sullivan MO 63080, contact ROB 573-205-3944"	http://www.sullivanathleticclub.net/
KEEP	108	NB	Evolution Training Centre	Fredericton	https://www.evolutiontrainingcenter.ca		KEEP_AS_IS	"Own live site: ""Evolution Training Center is Atlantic Canada's largest and best equiped martial arts facility""; ""Unleash Your Potential | Evolution Fight & Fitness - Fredericton, NB ... Muay Thai, Kickboxing, Karate, MMA, Brazilian Jiu-Jitsu""; owner/chief instructor Andy Young"	https://www.evolutiontrainingcenter.ca/
KEEP	109	NC	Atos Jiu Jitsu of Charlotte	Charlotte	http://martialartscharlottenc.com/		KEEP_AS_IS	"Site's own contact block: ""11108 South Tryon Street, Charlotte, NC 28273, Phone: 704-512-9397"". Atos HQ's own affiliate page for Charlotte lists the identical address and phone under Professor Fernando Loor Vera, confirming same entity. Site names Gi fundamentals, Intermediate/Advanced, No-Gi and Kids BJJ classes"	https://atosjiujitsuhq.com/affiliate/charlotte-tyron/
KEEP	110	NC	Chapel Hill Gracie Jiu Jitsu	Chapel Hill	http://www.chapelhilljiujitsu.net/	https://www.chapelhilljiujitsu.com/	REPLACE	"The .net 301-redirects to the canonical .com, which is the correct school. Own page: ""1728 - 127 Fordham Blvd., Chapel Hill, NC 27514, (919) 265 - 4255"" with Adult Jiu Jitsu and Youth Jiu Jitsu classes. Replacing with the canonical .com removes the redirect hop."	https://www.chapelhilljiujitsu.com/
WRONG_ENTITY	113	NJ	Guerrero BJJ & MMA	Caldwell	http://kneeonbelly.com/		BLANK_IT	"Domain now redirects to njkick.com = ""No Limit Martial Arts"", 1001 Pleasant Valley Way, West Orange NJ 07052, (973) 228-3424 - a different school in a different town, no mention of Guerrero BJJ or Caldwell"	http://kneeonbelly.com/
DEAD	114	NJ	Kombat Brazilian Jiu-Jitsu	Clark	https://www.kombatbjj.com/	https://kombatjits.com/	REPLACE	"www.kombatbjj.com is NXDOMAIN; apex kombatbjj.com resolves to a Shopify IP (23.227.38.72) and returns an empty document. School's live site: ""Kombat Brazilian Jiu-Jitsu"", 152 Central Avenue, Clark, NJ 07066, phone 973-445-9618, Professor Helio (Helio Desa); named Beginners / Kids / Adult Jiu-Jitsu programs"	https://kombatjits.com/
KEEP	115	NJ	Legion Mixed Martial Arts	Vineland	http://legionmixedmartialarts.com/		KEEP_AS_IS	"Live; named ""Brazilian Jiu-Jitsu"" and ""Submission Wrestling"" programs; location on page: Dandelion Plaza, 1672 North Delsea Drive unit A10, Vineland NJ"	http://legionmixedmartialarts.com/
KEEP	116	NJ	Martial Way MMA	Newton	https://martialwaymma.com/		KEEP_AS_IS	"Own live site: ""Martial Way MMA is here to provide the people of Newton with a place to improve their health""; named class blocks ""10TH PLANET JIU-JITSU Newton"" and ""Mixed Martial Arts Classes in Newton"", jiu-jitsu described as grappling to submission"	https://martialwaymma.com/
KEEP	117	NJ	Notorious Mixed Martial Arts	East Rutherford	http://www.notoriousbjj.com/		KEEP_AS_IS	"Footer: ""126 Park Ave East Rutherford NJ 07073, +1.2015070100""; homepage: ""We specialize in the arts of Brazilian Jiu-Jitsu, Submission Wrestling, and Judo"""	http://www.notoriousbjj.com/
NEEDS_BROWSER	118	NJ	Straight Blast Gym New Jersey	Montclair	https://www.sbgnj.com/		NEEDS_BROWSER	Resolves to AWS Global Accelerator (13.248.243.5 / 76.223.105.230) but returned an empty body on www, apex and /about - cannot read where it lands. Worth noting for follow-up: SBG's own Official SBG Locations page (straightblastgym.com/tribe) lists no New Jersey gym among its USA locations, so this school may no longer exist.	https://www.straightblastgym.com/tribe/
DEAD	121	NL	Labrador City BJJ	Labrador City	https://www.novauniao.ca/lab-city		BLANK_IT	NXDOMAIN (Status 3) on both novauniao.ca and www.novauniao.ca	https://dns.google/resolve?name=novauniao.ca&type=A
KEEP	122	NL	Velocity Martial Arts Academy	Clarenville	https://www.velocitynl.com		KEEP_AS_IS	"Live Velocity site (Gymnastics NL member, Clarenville NL); martial arts classes described on-page as ""a combination of Jiu Jitsu (BJJ), Kenpo Karate, Kickboxing and Mixed Martial Arts (MMA) techniques and drills"""	https://www.velocitynl.com/
KEEP	123	NV	American Top Team Nevada	Henderson	http://www.attnevada.com	https://attnevada.com/	REPLACE	"Stored www host returns an empty body; apex is live: ""Welcome to American Top Team Henderson"", ""we offer the ideal BJJ/judo classes"", led by Alex Davis who ""holds black belts in both Jiujitsu and Judo"". City Henderson matches"	https://attnevada.com/
NEEDS_BROWSER	124	NV	Asylum Fight Team	Las Vegas	http://www.asylumfightteam.com		NEEDS_BROWSER	DNS resolves (AWS 15.197.142.173 / 3.33.152.147). asylumfightteam.com redirects to https://asylumfightteamvegas.com, which returns HTTP 200 with an empty body via web_fetch (JS-rendered) - cannot read the landing page, so entity and class content are unverified. Not evidence of death	
KEEP	125	NV	Atos Jiu Jitsu Las Vegas	Las Vegas	http://www.atosjiujitsulv.com		KEEP_AS_IS	"Homepage returned an empty body to the fetcher, but interior pages on the same host render live: contact page gives ""9325 S. Cimarron Rd., Unit 115-130 Las Vegas, NV 89178, (702) 751-6673""; classes page names Fundamentals, No-Gi Fundamentals and Advanced, Women's Only, Kids and Open Mat BJJ classes"	https://atosjiujitsulv.com/contact/
NEEDS_BROWSER	126	NV	Drysdale Fight For Us Jiu Jitsu	Las Vegas	http://www.drysdalefightforus.com		NEEDS_BROWSER	Resolves (209.74.67.106) and returns HTTP 200 with Content-Type text/html, but the body is empty on www and apex, http and https - JS-rendered or bot-blocked. Cannot verify entity or content without a browser.	
KEEP	129	NV	Momentum Martial Arts	Reno	http://momentumreno.com	https://mmarenonv.com/	REPLACE	301s to the school's current domain mmarenonv.com: 920 Matley Ln #5, Reno, NV 89502, (775) 433-1226; named Gracie Jiu Jitsu foundations / advanced fundamentals / competition team classes	http://momentumreno.com
WRONG_ENTITY	130	NV	Ronin Jiu-Jitsu North Las Vegas	North Las Vegas	http://www.roninbjj.org		BLANK_IT	"Site is live but is a different school: ""Ronin Jiu-jitsu is a Campeao United Affiliated Brazilian Jiu Jitsu school located at 2 Park Street, Attleboro, MA 02703."" Massachusetts, not North Las Vegas NV. Same name, different academy"	http://roninbjj.org/
PARKED	131	NV	Summerlin BJJ	Las Vegas	https://summerlinbjj.com		BLANK_IT	"Bluehost hosting placeholder, not a school site: title ""Welcome summerlinbjj.com - BlueHost.com"", meta ROBOTS NOINDEX/NOFOLLOW, plus a domain-parking affiliate link http://www.iyfubh.com/?dn=summerlinbjj.com&pid=9POJB64QD"	http://summerlinbjj.com/
NEEDS_BROWSER	132	NV	Team Reno	Reno	https://www.momentumreno.com/brazilian-jiu-jitsu		NEEDS_BROWSER	"DNS resolves (AWS 15.197.142.173 / 3.33.152.147) but every fetch of momentumreno.com (deep link, apex, /amp) returns an empty body - JS-rendered, cannot read. ALSO A POSSIBLE ENTITY MISMATCH: that site belongs to ""Momentum Martial Arts"" Reno, while the directory name ""Team Reno"" matches the og:site_name of a different Reno academy, Gary Grate BJJ at bjjreno.com (""Brazilian Jiu-Jitsu Team: Reno Carson BJJ Grappling MMA"", 1335 Airmotive Way, Reno NV 89502, 775-830-4279 - read on that site). Needs a human/browser to confirm which school this row is before keeping"	
KEEP	133	NY	10th Planet Rochester	Rochester	http://www.10thplanetjiujitsurochester.com		KEEP_AS_IS	"Contact page: ""Empire Academy of Combat Sports and Fitness / 10th Planet Jiu Jitsu-Muay Thai Rochester, 1150 University Ave, Rochester, NY 14607"", head grappling coach Chris Herzog (585) 943-1652; grappling program named (10th Planet, No-Gi BJJ, No-Gi Judo & Sambo, Wrestling)"	http://www.10thplanetjiujitsurochester.com/contact.php
KEEP	134	NY	Alpha Omega MMA	Rockville Centre	http://www.alphaomegamma.com		KEEP_AS_IS	"Own homepage: ""Team Believe, Alpha Omega MMA, Long Island BJJ, Long Island Judo... Welcome to Alpha Omega MMA one of Long Island's premier training facilities"", specialising in Brazilian Jiu-Jitsu and Olympic Judo - grappling confirmed on the school's own page. No address or phone is published on the site (all subpages returned empty); the 279 Sunrise Hwy, Rockville Centre NY 11570 address is from a third-party Yelp listing, not the school's own page."	http://www.alphaomegamma.com/
KEEP	137	NY	Butch's Boxing & MMA	Queens	http://www.ny-mma.com		KEEP_AS_IS	"Site is Butch's Boxing & MMA, Bayside Queens, 646-421-9749; has dedicated ""Brazilian Jiu-Jitsu (BJJ) Class in Queens"" and ""Kids BJJ Class"" pages"	http://www.ny-mma.com
DEAD	138	NY	Bwarrior MMA	New York	http://bwarrior.com		BLANK_IT	NXDOMAIN (Status 3). Zone is served by ns1.namebrightdns.com (drop-catch registrar) with no A record published	https://dns.google/resolve?name=bwarrior.com&type=A
DEAD	139	NY	Crossfit 585 BJJ	Rochester	http://www.crossfit585bjj.com/home		BLANK_IT	DNS Status 3 NXDOMAIN for crossfit585bjj.com (no zone at Verisign .com)	https://dns.google/resolve?name=crossfit585bjj.com&type=A
DEAD	140	NY	Curtis Tillman's Mixed Martial Arts Academy	Cicero	http://tillman-mma.com		BLANK_IT	DNS Status 3 NXDOMAIN for tillman-mma.com, answered by the .com authority (a.gtld-servers.net) - domain does not exist	
DEAD	141	NY	D'Arce Brazilian Jiu-Jitsu	Patchogue	http://www.darcejiujitsu.com	http://darcebjj.com/	REPLACE	"darcejiujitsu.com resolves to GoDaddy forwarding IPs and serves an empty body on apex/www, http/https. The school's live site is darcebjj.com: ""Joe D'Arce, a 3rd degree black belt under world renowned Renzo Gracie"", grappling/BJJ/MMA programs, belt promotions. CAUTION: that page states ""Our academy is located in Shirley on the south shore of Long Island"", not Patchogue; the Patchogue address 208 E Main St and the email info@darcebjj.com that ties the domain to this school both come from third-party listings (RocketReach/Tapology), not from the school's own page"	http://darcebjj.com/
DEAD	142	NY	East West MMA	Seldon	http://www.circleofoneny.com		BLANK_IT	NXDOMAIN (Status 3) at the .com gTLD servers.	
DEAD	145	NY	Gracie Jiu-Jitsu Point Lookout	Point Lookout	https://graciejiujitsuli.com		BLANK_IT	NXDOMAIN (Status 3) on both graciejiujitsuli.com and www.graciejiujitsuli.com	https://dns.google/resolve?name=graciejiujitsuli.com&type=A
DEAD	146	NY	International Training Center of New York	Long Island City	https://www.itcny.com/	https://itcnewyork.com/	REPLACE	"itcny.com and www.itcny.com resolve (216.119.109.112) but every path returns an empty document. The same school now operates as ITC New York at itcnewyork.com (redirects to astoriamuaythaijudo.com), Astoria Queens, with a named Judo program: ""our Judo program... throws, pins, and submissions"", Judo on Mondays, Tuesdays and Thursdays. Note the listed Long Island City address is stale - the gym is now in Astoria"	https://astoriamuaythaijudo.com/judo
DEAD	147	NY	JG Monster Jiujitsu Fitness	Brooklyn	http://www.jgmonsterjiujitsufitness.com		BLANK_IT	DNS Status 3 NXDOMAIN for jgmonsterjiujitsufitness.com (no zone at Verisign .com)	https://dns.google/resolve?name=jgmonsterjiujitsufitness.com&type=A
DEAD	148	NY	Kfm Martial Arts & Fitness Academy	Lynbrook	http://www.kfmnewyork.com		BLANK_IT	DNS Status 3 NXDOMAIN for www.kfmnewyork.com, answered by the .com authority (a.gtld-servers.net) - domain does not exist	
PARKED	149	NY	Longo and Weidman MMA	Garden City	http://lawmma.com		BLANK_IT	"Serves a NameBright registrar parking page: ""lawmma.com is coming soon / This domain is managed at NameBright"". No replacement found - third-party listings still cite lawmma.com as the official site"	http://lawmma.com/
DEAD	150	NY	Peloton Martial Arts Center	Spencerport	http://www.peloton-bjj.com		BLANK_IT	NXDOMAIN (Status 3) at the .com gTLD servers.	
NEEDS_BROWSER	153	NY	Westchester Fight Club	New Rochelle	https://westchesterfightclub.com		NEEDS_BROWSER	DNS alive (A 50.87.144.127, apex and www); web_fetch returns empty body on /, /about/, /schedule, /contact/, /index.php (http and https) - cannot read landing page without a browser	https://westchesterfightclub.com
PARKED	154	NY	Westchester Mixed Martial Arts & Fitness	Mount Kisco	http://www.westchestermmafit.com		BLANK_IT	"Redirects to HugeDomains: ""WestchesterMmAfIt.com is for sale | HugeDomains - This domain is for sale: $95"". No school content"	https://www.hugedomains.com/domain_profile.cfm?d=westchestermmafit.com
DEAD	155	NY	Yojimbo BJJ	New York	http://www.yojimbonyc.com		BLANK_IT	DNS Status 3 NXDOMAIN for yojimbonyc.com (no zone at Verisign .com)	https://dns.google/resolve?name=yojimbonyc.com&type=A
KEEP	156	OH	Rising Dragon Mixed Martial Arts & Fitness	Bedford Heights	http://risingdragonmma.com/		KEEP_AS_IS	"Own live site (apex only; www.risingdragonmma.com returns an empty body). Address on page matches the directory: ""24565 Aurora Rd, Bedford Heights, OH 44146"", plus hours and parent testimonials naming ""Rising Dragon MMA"". CAVEAT: no grappling class is named anywhere I could read - homepage only says ""Kids Classes""/""Adults Classes""/self-defense, and every subpage I tried returned an empty body, so the grappling qualification is UNVERIFIED. Third-party listings also suggest the gym may have closed (unconfirmed)"	http://risingdragonmma.com/
KEEP	157	OH	Team Chard BJJ	Walton Hills	http://ohiobjjc.com/		KEEP_AS_IS	"Homepage: ""The Brazilian Jiu Jitsu Center of Ohio is headquarters to Team Chard Brazilian Jiu Jitsu... our headquarters in Walton Hills, Ohio""; contact text 330-468-1694; Gi and No-Gi practice times listed; Chris Chard 3rd degree BJJ black belt"	http://ohiobjjc.com/
KEEP	158	OK	Omar French Brazilian Jiu Jitsu	Bixby	omarfrench.com		KEEP_AS_IS	"Own page: ""Call Us 918.200.9253, 8307 E. 111th Street Unit O. Bixby, OK 74008"" with a Brazilian Jiu Jitsu / Grappling program and a Little Warriors kids program. Lineage published on their own site: Mitsuyo Maeda > Carlos Gracie > Carlson Gracie > Renato Tavares > Piet Wilhelm > Omar French."	http://omarfrench.com/
NOT_GRAPPLING	161	OR	Spartan Team Brazilian Jiu-Jitsu	Medford	http://spartanboxinggym.com/		BLANK_IT	"Live site is ""Spartan Boxing Gym"", a non-profit boxing club at 729 Welch St. Medford, OR 97501, (541) 973-2182. Programs page lists only Youth Boxing, Adult Boxing, MMA (15+) and Morning Runs - no BJJ or any named grappling class, and the name does not match the record"	http://www.spartanboxinggym.com/programs-offered
KEEP	162	OR	White Panther Tae Kwon Do Boxing and Filipino Martial Arts	Astoria	http://www.whitepantherastoria.com/		KEEP_AS_IS	"Live site for the Astoria OR school, phone (503) 440-4342, map embed at St Mary Star of the Sea Astoria. Despite the name, the posted schedule includes a named ""Mens Jiu Jitsu"" class Tuesday and Thursday 5-6pm alongside TKD, FMA and Boxing - qualifies on grappling"	http://www.whitepantherastoria.com/
NOT_GRAPPLING	163	PA	Ephrata Martial Arts	Ephrata	https://www.ephratamartialarts.com/		BLANK_IT	"Site is live and is the right school (248 W. Fulton Street, Ephrata, PA 17522, 717-738-2244) but every class it offers is striking. Classes page: ""Our striking class for ages 16+ incorporates sanshou, kickboxing, boxing, and muy thai"". Teens & Adults page is headed ""STRIKING"" and lists only American Kickboxing, International Kickboxing and Sanshou. No BJJ, judo, wrestling or grappling class anywhere in the nav"	http://www.ephratamartialarts.com/teens--adults.html
KEEP	164	PA	Kozma Brazilian Jiu-Jitsu	Huntingdon Valley	http://www.kozmabjj.com		KEEP_AS_IS	"Own live site ""Kozma Brazilian Jiu-Jitsu and MMA Academy"", address on page ""3035 Franks Rd. Huntingdon Valley, PA 19006""; named classes ""BRAZILIAN JIU-JITSU (GI AND NO GI)"" for youth, adult and kids; instructor Pete Kozma; site states ""Affiliated with Vinny Magalhaes"""	http://www.kozmabjj.com/
DEAD	165	PE	Souris Brazilian Jiu-Jitsu	Souris	https://sourisbjj.com		BLANK_IT	DNS NXDOMAIN (Status 3)	
DEAD	166	RI	Bristol BJJ	Bristol	https://bristolbjj.com		BLANK_IT	NXDOMAIN (Status 3) at the .com gTLD servers.	
WRONG_ENTITY	169	TX	Aloisio Silva Brazilian Jiu-Jitsu Academy	Arlington	https://www.aloisiosilvabjj.com/	https://silvabjjtx.com/	REPLACE	Current URL redirects to silvabjj.com, the Silva BJJ Association HQ page, not the Arlington academy. That association contact page lists the Arlington location separately as silvabjjtx.com, which resolves to the school itself: Flores Martial Arts (formerly Aloisio Silva BJJ - its own Yelp link reads /aloisio-silva-brazilian-jiu-jitsu-academy-pantego), 1144 W. Main Street, Arlington TX 76013, (817) 937-1771, with named BJJ and Kids BJJ classes	https://silvabjj.com/contact-us/
KEEP	170	TX	Austin Martial Arts Academy	Austin	http://www.austinmartialarts.com/	https://lifekido.com/	REPLACE	"Owner-controlled rebrand redirect, not a hijack: austinmartialarts.com 302s to grv.satorimethod.com/amaa which states ""The Austin Martial Arts Academy was established in 1992 by Sensei Truscott... the co-owners decided to expand their programs into two individual schools, namely the Satori Method Academy and Life Ki-do."" Satori Method is now an online qigong/energy-healing business (no grappling). Life Ki-do is the surviving Austin martial arts school (Westlake & South Austin) and names Brazilian Jiu-Jitsu as a program: ""Brazilian Jiu-Jitsu, Karate, Systema, and more - with classes in Westlake & South Austin"""	https://lifekido.com/
KEEP	171	TX	Genesis Jiu Jitsu	River Oaks	http://www.genesisjiujitsu.com		KEEP_AS_IS	"Live; page describes ""Dallas/Fort Worth's most fun Jiu Jitsu and submission grappling school"" with a Brazilian Jiu Jitsu class page; footer ""5512 River Oaks Blvd, River Oaks TX 76114 | (817) 763-8876"""	http://www.genesisjiujitsu.com
WRONG_ENTITY	172	TX	Gracie Gym Richardson / Brazilian Jiu-Jitsu	Richardson	http://graciegymrichardson.com/	https://graciegymrichardson.com/	REPLACE	"The stored http:// URL redirects to https://www.graciegymmaine.com - ""Gracie Gym Maine ... premier Brazilian Jiujitsu facility located in Windham, Maine"", phone (207) 383-2228. A user looking for Richardson TX currently lands on a Maine gym. The https:// version of the same host serves the correct Richardson site: ""Welcome to Gracie Gym Richardson. We are proud to offer the art of Brazilian Jiu-jitsu to Richardson, North Dallas and the surrounding areas"", incl. its after-school program and ""multipurpose shopping plaza facing W. Arapaho Rd."" Scheme fix"	https://graciegymrichardson.com/
KEEP	173	TX	Harlingen Jiu-Jitsu Club	Harlingen	http://www.harlingenjjc.com/		KEEP_AS_IS	"harlingenjjc.com redirects to the school's current site harlingenjiujitsu.com, whose contact page gives ""1207 W. Jackson Ave., Harlingen, TX 78550"", 956 357 4726 and email jacob@harlingenjjc.com - same owner still holds the old domain. Youth and Adult Jiu Jitsu training timetable published"	https://www.harlingenjiujitsu.com/contact-us/
NEEDS_BROWSER	174	TX	Ion Jiu Jitsu	Sulphur Springs	http://www.ionjiujitsuandfitness.com/		NEEDS_BROWSER	Resolves to Bluehost (50.87.253.239) but returned an empty body on www, apex, http, https and /index.html - cannot read where it lands. Third-party listings disagree on the address (2655 TX-11 E vs 500 Jackson St N, Sulphur Springs TX 75482), so the entity needs eyes-on confirmation.	
NEEDS_BROWSER	177	VA	Cheeseman Martial Arts Brazilian Jiu Jitsu	Hampton	http://cheesemanmartialarts.net/		NEEDS_BROWSER	DNS alive (A 108.179.232.73, cPanel host); web_fetch returns empty body on /, /index.html, /contact (http and https) - cannot read landing page without a browser	http://cheesemanmartialarts.net/
NEEDS_BROWSER	178	VA	DCB MMA & Athletic Training	Fredericksburg	http://www.dcbmma.com/		NEEDS_BROWSER	Domain resolves on GoDaddy hosting (apex 160.153.0.38, www 198.71.233.128) but /, /home, /classes and /f/dcb-mma-athletic-training all return an empty document over both http and https - cannot read the class list. Scope is also in question: third-party listings describe only Muay Thai, Kickboxing, Boxing, MMA and athletic training with no named grappling class, so grappling must be confirmed on the school's own page before this row is kept	http://www.dcbmma.com/
KEEP	179	VA	Gustavo Machado Brazilian Jiu Jitsu Chesapeake	Chesapeake	https://www.gmbjjchesapeake.com	https://bjjchesapeake.com/	REPLACE	"gmbjjchesapeake.com resolves but returns an empty body on http/https and apex/www. The school's working site is bjjchesapeake.com: homepage reads ""Gustavo Machado Brazilian Jiu Jitsu Chesapeake ... South Chesapeake's Premier Brazilian Jiu Jitsu Academy"" with Adult BJJ and Youth BJJ offers, plus a full Judo program page. Street address 108 Kegman Road Suite 102, Chesapeake VA 23322 comes from third-party listings, not from a page I fetched"	https://bjjchesapeake.com/
NEEDS_BROWSER	180	VA	Gustavo Machado Norfolk	Norfolk	http://www.gustavomachadonorfolk.com		NEEDS_BROWSER	"DNS resolves (199.34.228.59, Weebly). Every fetch - apex, www, /about.html, /schedule.html - returns HTTP 200 with an empty body, so I cannot read what is actually served. Subpage titles are still indexed (""About - Gustavo Machado BJJ, Norfolk VA""), and a possible newer site exists at jiujitsunorfolk.squarespace.com, but that page rendered only generic copy with no name, address or class list, so I will not propose it as a replacement. Needs a browser"	
KEEP	181	VA	Hybrid Martial Arts Center	Roanoke	http://www.hybridroanoke.com/		KEEP_AS_IS	"Homepage: ""310 Salem Ave, Downtown Roanoke, 540-345-8609""; lists Brazilian Jiu Jitsu and Judo (""4 judo blackbelts and the home of the original Roanoke Judo Club"", ""12 Brazilian Jiu Jitsu black belts... certified directly from Pedro Sauer"")"	http://www.hybridroanoke.com/
DEAD	182	VT	Montpelier BJJ	Montpelier	https://montpelierbjj.com		BLANK_IT	NXDOMAIN (Status 3) at the .com gTLD servers.	
