name	region	city	stored_url	alt_host
I M C Survival Center	CA	San Jose	http://www.imcsurvivalcenter.com/	imcsurvivalcenter.com
Knoxx Martial Arts and Fitness	CA	San Jose	https://knoxxgym.com	www.knoxxgym.com
Tribull MMA Center	CA	San Jose	http://tribullmma.typepad.com/my_weblog/	www.tribullmma.typepad.com
Rocknroll Brazilian Jiu Jitsu & Fitness	CA	Santa Ana	http://www.rocknrollbjj.com	rocknrollbjj.com
Ralph Gracie Jiu Jitsu - Santa Clara	CA	Santa Clara	http://www.ralphgraciesc.com/	ralphgraciesc.com
Andre de Freitas Brazilian Jiu-Jitsu / BJJ Stockton CA 95210	CA	Stockton	http://andredefreitasbjj.com/index.html	www.andredefreitasbjj.com
Ares BJJ Stockton	CA	Stockton	http://www.aresbjjstockton.com	aresbjjstockton.com
Shingu Fighter	CA	Stockton	http://www.shingufighter.com/	shingufighter.com
Big John Mccarthy's Ultimate Training Gym	CA	Valencia	http://www.bjmuta.com/	bjmuta.com
Rock And Roll Fight Company	CA	Ventura	https://rocknrollfightcompany.com/	www.rocknrollfightcompany.com
Kajupit MMA & Fitness	CA	Visalia	http://www.freewebs.com/kajupit/	freewebs.com
Outlaw MMA & Fitness	CA	Visalia	http://outlaw559gym.com/	www.outlaw559gym.com
Champions Fitness Brazilian Jiu-JItsu Muay-Thai & Boxing	CA	West Covina	http://championsbjj.com/	www.championsbjj.com
ZR Brazilian Jiu-jitsu Thousand Oaks / BJJ Thousand Oaks CA 91362	CA	Woodland Hills	http://zrwoodlandhills.com/index.html	www.zrwoodlandhills.com
BloodSpillerBJJ & Caveirinha Jiu Jitsu Academy	CA	Yucaipa	http://www.cjjfsocal.com/	cjjfsocal.com
Revolutionary Fitness & MMA	TX	Abilene	http://www.revfitmma.com/	revfitmma.com
Team One Mixed Martial Arts	TX	Arlington	http://teamonept.wix.com/personaltrainig	www.teamonept.wix.com
Carlos Machado Jiu-Jitsu Mid Cities	TX	Bedford	https://carlosmachadojiujitsumidcities.com/Home/Offer/	www.carlosmachadojiujitsumidcities.com
Grind House Training Facility	TX	Boerne	http://www.grindhousetraining.com/	grindhousetraining.com
Gameness Sports	TX	Carrollton	http://www.gameness.com/	gameness.com
Gracie Barra Carrollton	TX	Carrollton	https://www.gbcarrollton.com	gbcarrollton.com
Trainers Elite	TX	Carrollton	http://www.trainerselite.net/	trainerselite.net
GKX Martial Arts	TX	Cedar Park	http://www.gkxtreme.com/	gkxtreme.com
EnergyFIT Mixed Martial Arts & Fitness	TX	Conroe	http://energyfitacademy.com/	www.energyfitacademy.com
Risen Jiu-Jitsu and Fitness	TX	Corinth	http://www.risenbjj.com/	risenbjj.com
Full Contact Fight Academy	TX	Corpus Christi	http://www.fullcontactfightacademy.com/	fullcontactfightacademy.com
Hardstyle KBJJ	TX	Corpus Christi	http://www.hardstylekettlebell.com/	hardstylekettlebell.com
Xtreme MMA	TX	Corpus Christi	http://www.xtrememmabjj.com/	xtrememmabjj.com
Dallas Jiu-Jitsu	TX	Dallas	http://www.dallasjiujitsu.com/	dallasjiujitsu.com
Atos Jiu-Jitsu Houston	TX	Deer Park	http://www.atoshoustonbjj.com	atoshoustonbjj.com
Texas Elite MMA	TX	Denton	http://www.teamgibson.net/	teamgibson.net
JJ Machado Austin Jiujitsu	TX	Dripping Springs	http://www.jjmachadoaustin.com/	jjmachadoaustin.com
TX Black Belt Academy Ft Worth	TX	Fort Worth	http://www.txbba-fortworth.com/	txbba-fortworth.com
Campuzano Martial Arts	TX	Frisco	http://www.campuzanomartialarts.com/	campuzanomartialarts.com
Neutral Grounds	TX	Frisco	https://www.bjjtexas.com	bjjtexas.com
Texas Gladiators Academy	TX	Garland	http://texasgladiators.org/	www.texasgladiators.org
Chop Shop MMA	TX	Greenville	http://www.chopshopmma.com/	chopshopmma.com
Dark Gift Combat	TX	Houston	http://darkgiftcombat.com/	www.darkgiftcombat.com
Gracie Jiu Jitsu Houston	TX	Houston	http://www.graciejiujitsuwesthouston.com	graciejiujitsuwesthouston.com
Texas Barbell Syndicate	TX	Houston	http://www.texasbarbellsyndicate.com	texasbarbellsyndicate.com
Solis Martial Arts Academy	TX	Humble	http://www.solismartialarts.com/	solismartialarts.com
Collins Martial Arts	TX	Hurst	http://www.collinsmartialarts.com/	collinsmartialarts.com
Reyes Jiu-Jitsu	TX	Irving	http://www.reyesjiujitsu.com/	reyesjiujitsu.com
ACS Mixed Martial Arts	TX	La Marque	http://acsmmatx.com/	www.acsmmatx.com
Pure Jiu-Jitsu Longview	TX	Longview	https://pjlvtx.com/	www.pjlvtx.com
Enzo Jiu Jitsu / BJJ McAllen TX 78501	TX	McAllen	http://www.enzojiujitsu.com/	enzojiujitsu.com
GB McAllen	TX	McAllen	https://graciebarra.com/mcallen-tx/	www.graciebarra.com
UFC GYM McAllen	TX	McAllen	https://www.ufcgym.com/locations/mcallen/	ufcgym.com
Combat Base TX / Shebaro Jiu Jitsu / We Defy HQ	TX	McKinney	https://shebarojiujitsu.com	www.shebarojiujitsu.com
KO Empire Fight Academy / BJJ Mesquite TX 75149	TX	Mesquite	https://www.koempirefa.com/	koempirefa.com
Premier Martial Arts-Mission	TX	Mission	http://www.missiontxmartialarts.com/	missiontxmartialarts.com
Unconventional Performance & Training	TX	New Braunfels	http://www.rodrigopinheirobjj.com/	rodrigopinheirobjj.com
Peak Performance Brazilian Jiu-Jitsu	TX	North Richland Hills	http://www.peakbjj.com/	peakbjj.com
Grappling Zone Pearland	TX	Pearland	http://www.grapplingzonepearland.com	grapplingzonepearland.com
Eclectic Combat Systems	TX	Pflugerville	http://ecsmma.com/	www.ecsmma.com
Royal Art BJJ	TX	Plano	http://bjjroyal.com/	www.bjjroyal.com
CAYA Martial Arts	TX	Rockwall	http://www.cayamartialarts.com/	cayamartialarts.com
Martial Arts Academy Of San Antonio	TX	San Antonio	http://www.martialartssa.com/	martialartssa.com
Benavides Mixed Martial Arts	TX	San Benito	http://www.benavidesmma.com/	benavidesmma.com
Lucky Jiu-Jitsu and Fitness Club	TX	Southlake	https://luckybjj.com	www.luckybjj.com
Katana Jiu-Jitsu Academy	TX	Spring	http://katanajiu-jitsuacademy.com	www.katanajiu-jitsuacademy.com
Renzo Gracie Houston	TX	Sugar Land	http://graciebarrasugarland.com	www.graciebarrasugarland.com
Ion Jiu Jitsu	TX	Sulphur Springs	http://www.ionjiujitsuandfitness.com/	ionjiujitsuandfitness.com
Defenders Martial Arts Academy	TX	Tomball	http://www.defendersmaa.com	defendersmaa.com
McCoy's Brazilian Jiu Jitsu & MMA - Tomball	TX	Tomball	http://mccoysmma.com/	www.mccoysmma.com
Gracie Jiu-Jitsu Altamonte Springs	FL	Altamonte Springs	http://www.graciejjcfl.com/	graciejjcfl.com
Black Trunk Martial Arts	FL	Cape Coral	http://blacktrunk.net/	www.blacktrunk.net
Cali Style MMA	FL	Cape Coral	http://calistylemma.com/	www.calistylemma.com
GB Clermont	FL	Clermont	https://graciebarra.com/clermont-fl/	www.graciebarra.com
Refit Academy - Coral Gables	FL	Coral Gables	http://www.refitacademycoralgables.com	refitacademycoralgables.com
ATP Brazilian Jiu Jitsu	FL	Dania Beach	http://www.atpbjj.com/	atpbjj.com
Marcelo Meleiro BJJ – Nova Uniao South Florida	FL	Dania Beach	http://www.novauniaosouthflorida.com/	novauniaosouthflorida.com
Dynamic Martial Arts & Fitness Studios	FL	Davie	http://www.nitroacademy.com/	nitroacademy.com
DeLand Brazilian Jiu-Jitsu	FL	DeLand	http://www.delandjiujitsu.com/	delandjiujitsu.com
West Volusia Academy Of Mixed Martial Arts	FL	DeLand	http://theacademyofmma.com/	www.theacademyofmma.com
Carlson Gracie Manny Soares	FL	Delray Beach	https://mannysoaresbjj.com	www.mannysoaresbjj.com
Fight Zone MMA	FL	Fort Myers	http://www.fightzonefl.com/	fightzonefl.com
Gracie Barra Hallandale Beach	FL	Hallandale Beach	http://gbhallandale.com	www.gbhallandale.com
BLTeam Brazilian Jiu-Jitsu and Muay Thai Academy	FL	Indian Harbour Beach	https://blteam1.com/	www.blteam1.com
Agogi Academy of Combatives	FL	Inverness	http://agogiac.com/	www.agogiac.com
The Jupiter Jiu Jitsu Academy in Jupiter Fl	FL	Jupiter	http://www.jupiterjiujitsu.com/	jupiterjiujitsu.com
Knights BJJ	FL	Kissimmee	http://knightsbjj.com/	www.knightsbjj.com
South Florida Fight Club	FL	Lauderhill	http://www.sffc.tv/	sffc.tv
UFC GYM Lauderhill	FL	Lauderhill	https://www.ufcgym.com/locations/lauderhill/	ufcgym.com
Kokopelli's Gym	FL	Longwood	http://www.kokogym.com/	kokogym.com
Master Lowell's MMA Academy	FL	Melbourne	https://jlmma.com/	www.jlmma.com
Champion Martial Arts	FL	Miami	http://www.judochampion.com/	judochampion.com
Refit Academy - Wynwood	FL	Miami	http://www.refit-academy.com	refit-academy.com
American Top Team Miramar Jiu Jitsu & MMA	FL	Miramar	http://www.attmiramar.com/	attmiramar.com
Gracie Barra – Naples	FL	Naples	http://www.graciebarranaples.com/	graciebarranaples.com
Orange City Academy Of Mixed Martial Arts	FL	Orange City	http://theacademyofmma.com/	www.theacademyofmma.com
USD & MMA Fitness	FL	Orange City	http://www.mmagetfit.com/	mmagetfit.com
Combat Athletix	FL	Orange Park	http://www.combatathletix.com/	combatathletix.com
Robson Moura Jiu-Jitsu	FL	Oxford	http://www.usajujitsu.net/	usajujitsu.net
Kumite Martial Arts	FL	Plantation	http://www.kumitemartialarts.com/	kumitemartialarts.com
BJJ Academy Of Sarasota (wbjja)	FL	Sarasota	http://www.wbjja.com/	wbjja.com
Wolfpack Brazilian Jiu Jitsu - Martial Arts	FL	Sarasota	http://www.wolfpackbjj.com/	wolfpackbjj.com
Full Circle MMA	FL	St. Cloud	http://www.nucfl.com/	nucfl.com
Elite Training Center	FL	St. Petersburg	http://www.elitetraininginc.com/	elitetraininginc.com
Synergy Martial Arts and Fitness	FL	St. Petersburg	http://synergymartialarts.fitness/	www.synergymartialarts.fitness
Fist Factory	FL	Stuart	http://www.thefistfactory.com/	thefistfactory.com
Imperial Martial Arts	FL	Sunrise	http://www.imperialmartialarts.com/	imperialmartialarts.com
New Port Richey Jiu-jitsu Academy	FL	Tarpon Springs	http://nprbjj.com/	www.nprbjj.com
Gracie Martial Arts – Vero Beach	FL	Vero Beach	http://www.graciemartialartsverobeach.com	graciemartialartsverobeach.com
Renato Tavares Assoc HQ	FL	Vero Beach	http://www.legacymmausa.com/	legacymmausa.com
Villardo Jiu-Jitsu Academy	FL	Wellington	http://www.brjj.com/	brjj.com
Hands Down Martial Arts	FL	West Palm Beach	http://www.wpbmma.com/	wpbmma.com
Vprok MMA Academy	FL	Weston	http://www.vprokmma.com/United_States.html	vprokmma.com
USA Jiu-Jitsu	FL	Wildwood	http://www.usajujitsu.net/	usajujitsu.net
Elementum Jiu-jitsu	FL	Winter Park	http://www.elementumjiujitsu.com/	elementumjiujitsu.com
UFC GYM Winter Springs	FL	Winter Springs	https://www.ufcgym.com/locations/winter-springs/	ufcgym.com
Courage Honor Strength Brazilian Jiu-Jitsu	AZ	Chandler	http://www.chsbjj.com/	chsbjj.com
Black Flag Jiu-Jitsu Club	AZ	Glendale	http://www.blackflagjiujitsuclub.com/	blackflagjiujitsuclub.com
Cannon Brazilian Jiu-Jitsu	AZ	Glendale	https://www.cannonbjj.net/	cannonbjj.net
Knockout Fitness	AZ	Goodyear	http://knockoutfitness.com	www.knockoutfitness.com
Dominate Fitness and MMA	AZ	Green Valley	http://www.dominatefitnessmma.com/	dominatefitnessmma.com
Deets Jiu Jitsu Academy	AZ	Kingman	http://www.gladiatorunderground.com/	gladiatorunderground.com
Bridge City Combat	AZ	Lake Havasu City	http://aaeamerica.com/	www.aaeamerica.com
Ruffhouse Jiu-Jitsu	AZ	Mesa	http://www.ruffhousejiujitsumesa.com/	ruffhousejiujitsumesa.com
Southwest Judo Academy	AZ	Mesa	http://www.southwestjudo.com	southwestjudo.com
Southwest MMA	AZ	Mesa	http://southwestmma.com/	www.southwestmma.com
Union Combat Academy	AZ	Mesa	http://www.unioncombat.com/	unioncombat.com
GB Oro Valley	AZ	Oro Valley	https://graciebarra.com/oro-valley-az/	www.graciebarra.com
Allied Jiu Jitsu	AZ	Peoria	http://alliedjiujitsu.com	www.alliedjiujitsu.com
Gracie Peoria	AZ	Peoria	http://www.graciepeoria.com	graciepeoria.com
Gracie Jiu-Jitsu Scottsdale	AZ	Scottsdale	http://graciescottsdale.com/	www.graciescottsdale.com
Warrior Tribe	AZ	Sedona	http://www.sedonaselfdefense.com/	sedonaselfdefense.com
Flow Game Gym	AZ	Sierra Vista	http://www.flowgamegym.org/	flowgamegym.org
American Pankration Fighting MMA	AZ	Tempe	http://www.americanpankration.net/	americanpankration.net
Dragon-Snake MMA & Fitness	AZ	Tempe	http://dragonsnakemma.com/	www.dragonsnakemma.com
Always Forward Jiu-Jitsu Academy	AZ	Tucson	http://www.alwaysforwardjiujitsu.com/	alwaysforwardjiujitsu.com
Daimyo Brazilian Jiujitsu	AZ	Tucson	https://daimyobjj.com	www.daimyobjj.com
TeckHit Boxing, Kickboxing, & MMA Gym	AZ	Tucson	https://teckhit.com/	www.teckhit.com
10th Planet Jiu Jitsu San Francisco	CA	San Francisco	http://10thplanetjiujitsusf.com/	www.10thplanetjiujitsusf.com
Onnit Gym MMA	TX	Austin	http://www.onnitgymmma.com/	onnitgymmma.com
Vermilion Martial Arts Academy	LA	Abbeville	http://www.abbevillesummercamp.com/	abbevillesummercamp.com
Langston's Martial Arts	LA	Central	http://langstonsmartialarts.com/	www.langstonsmartialarts.com
Combat Athletics	LA	Denham Springs	https://ccrosbyjiujitsu.com/contact-us/	www.ccrosbyjiujitsu.com
Active Martial Arts	LA	Gonzales	http://www.activegonzales.com/	activegonzales.com
DiBenedetto's Karate Jiu-Jitsu	LA	Hammond	http://www.dkjla.com/	dkjla.com
Evolution Training	LA	Houma	https://www.guerrillajiujitsuhouma.com/	guerrillajiujitsuhouma.com
Legacy Fitness Factory	LA	Metairie	http://legacyfitnessfactory.com/	www.legacyfitnessfactory.com
Louisiana Martial Arts Academy	LA	Metairie	http://www.louisianamaa.com/	louisianamaa.com
Progressive Martial Arts Training Center	LA	New Iberia	https://www.pmatc.com	pmatc.com
Indigo Brazilian Jiu Jitsu Sulphur	LA	Sulphur	http://indigobjj.com/	www.indigobjj.com
Power Extreme Fitness Training Center	LA	Terrytown	http://www.mmanola.com/	mmanola.com
Grant County Martial Arts Center	KY	Dry Ridge	https://www.grantcountymartialarts.com/	grantcountymartialarts.com
United Martial Arts Academy	KY	London	https://www.kentuckymartialarts.com/	kentuckymartialarts.com
Louisville Ju Jitsu	KY	Louisville	https://www.louisvillejujitsu.com	louisvillejujitsu.com
Louisville Martial Arts Academy	KY	Louisville	https://louisvillemartialarts.net/	www.louisvillemartialarts.net
Gracie Jiujitsu of Madisonville	KY	Madisonville	https://www.gjjmadisonville.com/	gjjmadisonville.com
Myers Martial Arts Center	KY	Madisonville	https://www.myersdojo.net/	myersdojo.net
Premier Martial Arts – Paducah	KY	Paducah	https://pmapaducah.com/	www.pmapaducah.com
Gotham Gym/ Savage MMA and Fitness LLC	OH	Akron	http://gothamgym.gymmasteronline.com/	www.gothamgym.gymmasteronline.com
Rio Pro Brazilian Jiu Jitsu	OH	Beachwood	https://rioprobjj.com	www.rioprobjj.com
RTSC Training Center	OH	Brook Park	https://sasclevelandohio.com	www.sasclevelandohio.com
Bryan Jiu-Jitsu Academy	OH	Bryan	http://jiujitsubryan.ninja/	www.jiujitsubryan.ninja
Victory MMA Jujitsu Sbmssn	OH	Canton	http://www.victorymmasubmissionfighting.org/	victorymmasubmissionfighting.org
Cal Crowell Fitness, Athletic & MMA Training Center	OH	Cleveland	http://www.clevelandmmatraining.com/	clevelandmmatraining.com
Resistance Lab Brazilian Jiu Jitsu	OH	Columbia Station	http://resistancelabbjj.com/	www.resistancelabbjj.com
Buckeye Mixed Martial Arts & Fitness	OH	Columbus	http://www.buckeyemma.com/	buckeyemma.com
Bushido Martial Arts Club	OH	Columbus	http://www.graciebushido.com/	graciebushido.com
Ernie Reyes' Midwest Martial Arts	OH	Columbus	http://www.columbus-martial-arts.com/	columbus-martial-arts.com
The Dirty Gym	OH	Dayton	http://thedirtygym.com/	www.thedirtygym.com
Rise Ohio	OH	Delaware	http://www.riseohio.com	riseohio.com
Martial Arts Alliance	OH	Dublin	http://www.martialartsalliance.net/	martialartsalliance.net
Endeavor Defense & Fitness	OH	Hilliard	http://www.gymhilliard.com	gymhilliard.com
Danger Zone Gym	OH	Lima	http://www.dangerzonegym.com/contact-us	dangerzonegym.com
Combat CFMA - Functional Martial Arts	OH	Medina	http://combatcfma.com/	www.combatcfma.com
Synergy Martial Arts Academy	OH	Newton Falls	http://www.synergymartialartsohio.com/	synergymartialartsohio.com
Edge Fitness Studio	OH	St Clairsville	http://www.theedgefit.com/	theedgefit.com
Koguryo Martial Arts Academy	OH	Sunbury	http://www.koguryoma.com/	koguryoma.com
Ground Up Brazilian Jiu-Jitsu	OH	Warrensville Heights	http://mpcle.com/class/ground-up-bjj/	www.mpcle.com
Love And Chokes Jiu Jitsu Academy	OH	Warrensville Heights	http://loveandchokes.com/	www.loveandchokes.com
Branson Jiu Jitsu - Fulcrum 360	MO	Branson	http://rkbjjbranson.com/instructors/	www.rkbjjbranson.com
Integrity Fitness	MO	Bridgeton	http://www.integrityfit-stl.com/	integrityfit-stl.com
Cape Martial Arts	MO	Cape Girardeau	http://www.capemartialarts.com/	capemartialarts.com
S2 Bjj	MO	Chesterfield	http://www.s2bjj.com/	s2bjj.com
Team Z MMA Fitness Center	MO	Chesterfield	http://www.teamzmma.com/	teamzmma.com
Hahn Mixed Martial Arts & Fight Promotions	MO	Festus	http://www.hahnmma.com/	hahnmma.com
Whole Armour Martial Arts	MO	Festus	http://whole-armour.com/	www.whole-armour.com
Dot Your Eye, INC MMA	MO	Gladstone	http://rivercitywarriors.com/	www.rivercitywarriors.com
Joplin Brotherhood Mixed Martial Arts	MO	Joplin	http://www.jbhmma.com/	jbhmma.com
TCB Fight Factory 417	MO	Nixa	http://tcbfightfactory417.com	www.tcbfightfactory417.com
Aegis Jiu Jitsu	MO	North Kansas City	http://aegisjiujitsu.com/	www.aegisjiujitsu.com
Legends MMA	MO	Park Hills	http://www.legendsmmaofparkhills.com/	legendsmmaofparkhills.com
Scr Fight Club	MO	St. Louis	http://www.stlmuaythai.com/	stlmuaythai.com
St. Louis Combat Institute	MO	St. Louis	http://www.stlcombatinstitute.com/	stlcombatinstitute.com
Warrior Jiu-Jitsu	MO	Warrensburg	http://www.warriorjujitsu.com	warriorjujitsu.com
Family Martial Arts Fitness Academy	MO	Washington	http://clickheretobook.online/nfc	www.clickheretobook.online
Raven's Ridge MMA	MO	Webster Groves	http://www.ravensridgemma.com/	ravensridgemma.com
Gladiator MMA	MI	Brighton	http://www.gladiator-mma.com	gladiator-mma.com
GB Burton	MI	Burton	https://graciebarra.com/burton-mi/	www.graciebarra.com
Black Tie Jiu Jitsu Clare	MI	Clare	http://www.sbardellamma.com/	sbardellamma.com
Combat Base Clarkston	MI	Clarkston	https://www.combatbaseclarkston.com	combatbaseclarkston.com
Clawson Fit	MI	Clawson	http://clawsonfit.com	www.clawsonfit.com
Michigan Sports Camps	MI	Coldwater	https://www.ttsfitness.com/	ttsfitness.com
The Beast Academy	MI	Coldwater	http://www.the-beast.com/	the-beast.com
East Lansing Underground Martial Arts	MI	East Lansing	http://www.elunderground.com/	elunderground.com
REAL WORLD MMA & Fitness	MI	Fowlerville	http://independentmartialarts.us/	www.independentmartialarts.us
GRBJJ	MI	Grand Rapids	http://www.grbjj.net/	grbjj.net
Myrmidon Training Systems	MI	Holland	http://www.myrmidontrained.com/	myrmidontrained.com
Lansing Brazilian Jiu-Jitsu	MI	Lansing	http://www.lansingbjj.com/	lansingbjj.com
Gracie Barra Livonia	MI	Livonia	http://graciebarralivonia.com/	www.graciebarralivonia.com
The Ludus Martial Arts and Fitness Center	MI	Petoskey	http://www.theludusmartialarts.com/	theludusmartialarts.com
Lakeshore Black Belt Academy	MI	Saint Joseph	http://www.lakeshorebba.com/	lakeshorebba.com
Metro Detroit Kudo	MI	Shelby Charter Township	https://www.gkadojo.com/	gkadojo.com
FC Fitness Academy	MI	Waterford Township	http://fcfitnessacademy.com	www.fcfitnessacademy.com
Master Gauss Martial Arts Center	MI	Westland	http://www.gaussmartialarts.com/	gaussmartialarts.com
Ann Arbor Jiu-Jitsu	MI	Ypsilanti	http://annarborjj.com/wp/	www.annarborjj.com
Yamane Championship Mixed Martial Arts	AL	Daphne	http://www.ycmma.com/	ycmma.com
Port City Combat Sports	AL	Fairhope	https://www.pckickboxing.com/fairhope-schedule/	pckickboxing.com
Champions Freestyle MMA & Fitness	AL	Hoover	http://www.championsfreestylemma.com/	championsfreestylemma.com
Prattville Fitness Kickboxing And MMA	AL	Prattville	http://fitnesskickboxingandmmaprattville.com/	www.fitnesskickboxingandmmaprattville.com
Green Dragon Warrior Arts	NJ	Barnegat	http://greendragonunlimited.com/Home_Page.php	www.greendragonunlimited.com
FastKick Martial Arts	NJ	Belleville	http://www.ifastkick.com	ifastkick.com
Girl Fight	NJ	Brick Township	http://gfight.com/	www.gfight.com
Misfits Muay Thai & Brazilian Jiu Jitsu	NJ	Brick Township	http://www.misfitsmuaythai.com/	misfitsmuaythai.com
Guerrero BJJ & MMA	NJ	Caldwell	http://kneeonbelly.com/	www.kneeonbelly.com
Unity Jiu Jitsu New Jersey	NJ	Clifton	http://unitybjjnj.com	www.unitybjjnj.com
Jfc Training Center	NJ	Cranford	http://www.jerseyfightclub.com/	jerseyfightclub.com
UFC GYM East Rutherford	NJ	East Rutherford	https://www.ufcgym.com/locations/east-rutherford/	ufcgym.com
JBMFIT - Fitness Center and & Brazilian Jiu Jitsu Academy	NJ	Edgewater Park	http://www.jbmfit.com/	jbmfit.com
Jaguar BJJ	NJ	Edison	http://jaguarbjj.com/	www.jaguarbjj.com
Blue Line Defense and Fitness	NJ	Ewing Township	http://www.bluelinedefenseandfitness.com/	bluelinedefenseandfitness.com
Elite Tactical Martial Arts	NJ	Flanders	http://www.elitetacticalmartialarts.com/	elitetacticalmartialarts.com
Evolutionary Martial Arts	NJ	Hackettstown	http://www.evolutionarymartialarts.com/	evolutionarymartialarts.com
Hamilton Martial Arts	NJ	Hamilton Square	http://www.hamiltonmartialarts.com/	hamiltonmartialarts.com
Cutting Edge Brazilian Jiu Jitsu	NJ	Harrison	http://cuttingedgebjj.com	www.cuttingedgebjj.com
Team Oliveira Brazilian Jiu Jitsu	NJ	Howell Township	http://www.teamoliveirabjj.com/	teamoliveirabjj.com
Team Endurance MMA/ Brazilian JiuJitsu & Kickboxing Academy	NJ	Jersey City	http://www.teamendurancemma.com/	teamendurancemma.com
Pinelands Brazilian Jiu-Jitsu	NJ	Little Egg Harbor Township	http://pinelandsbjj.com/	www.pinelandsbjj.com
Amorosi's Mixed Martial Arts	NJ	Livingston	http://www.amorosikarate.com/	amorosikarate.com
Red Dragon Martial Arts Academy	NJ	Manville	http://www.reddragonmaa.com/	reddragonmaa.com
Lentz Mixed Martial Arts and Boxing	NJ	Mays Landing	http://www.lentzmma.com/	lentzmma.com
Puzon Jiu Jitsu	NJ	Milltown	http://www.puzonjiujitsu.com/	puzonjiujitsu.com
Jbm Brazilian Jiu-Jitsu Academy	NJ	Mt. Holly	http://www.jbmbjj.com/	jbmbjj.com
Lionheart MMA	NJ	South Amboy	http://www.lionheartmixedmartialarts.com/	lionheartmixedmartialarts.com
Advantage MMA	NJ	South Pennsauken	http://www.advantagemixedmartialarts.com/	advantagemixedmartialarts.com
Martial Maxx MMA	NJ	Teterboro	http://www.martialmaxxmma.com/	martialmaxxmma.com
Checkmates Boxing and MMA Striking Skills	NJ	Toms River	http://www.checkmates-boxing.com/	checkmates-boxing.com
Girl Fight Martial Arts Center	NJ	Toms River	http://www.thegirlfight.com/	thegirlfight.com
Loyalty BJJ	NJ	Township of Washington	http://loyaltybjjnj.com/	www.loyaltybjjnj.com
US Martial Arts Academy Inc	NJ	Vineland	http://www.usmartialarts.biz/	usmartialarts.biz
Extreme Fight Club	NJ	Woodland Park	http://www.efcchampion.com/	efcchampion.com
LCCT Brazilian Jiu Jitsu Barrington	IL	Barrington	http://www.lcctbjjbarrington.com/	lcctbjjbarrington.com
Force Brazilian Jiu-Jitsu	IL	Burr Ridge	http://www.madeyoutap.com/	madeyoutap.com
Victory Training	IL	Chicago	http://www.feelthevictory.com	feelthevictory.com
Gracie Barra Des Plaines	IL	Des Plaines	https://graciebarra.com/des-plaines-il/	www.graciebarra.com
Bodhi Collaborative BJJ	IL	Downers Grove	http://www.bodhicollaborative.com	bodhicollaborative.com
Patriot Sports and Fitness	IL	Elmhurst	http://www.patriotsportsandfitness.com	patriotsportsandfitness.com
Devine Jiu Jitsu Lake County	IL	Fox Lake	http://www.scholarwarriormma.com/devine-jiujitsu-lake-county	scholarwarriormma.com
GB Libertyville	IL	Libertyville	https://graciebarra.com/libertyville-il/	www.graciebarra.com
Northern Illinois Combat Club and Fitness	IL	Machesney Park	http://www.niccfitness.com/	niccfitness.com
The Shed JiuJitsu Academy	IL	Macomb	https://theshedjiujitsuacademy.com/	www.theshedjiujitsuacademy.com
Arebalo Jiu Jitsu	IL	Mattoon	http://arebalojiujitsu.com/	www.arebalojiujitsu.com
Middeke Brazilian Jiu Jitsu	IL	New Baden	https://www.middekebjj.com/	middekebjj.com
GB New Lenox	IL	New Lenox	https://graciebarra.com/new-lenox-il/	www.graciebarra.com
Randori MMA & Jiu Jitsu	IL	Orland Park	http://www.randorijiujitsu.com/	randorijiujitsu.com
Falconbury Warrior Concepts	IL	Robinson	http://falconburywarriorconcepts.com/	www.falconburywarriorconcepts.com
Keith Hackney's Combat Academy	IL	Roselle	http://www.hackneyscombat.com/	hackneyscombat.com
Evolution Mixed Martial Arts Chicago - Schaumburg	IL	Schaumburg	http://www.evolutionmmachicago.com/	evolutionmmachicago.com
Dave Strasser's Freestyle Academy of MMA	IL	Waukegan	http://www.davestrasser.com/	davestrasser.com
LCCT Brazilian Jiu-Jitsu West Dundee	IL	West Dundee	https://lcctbjjwestdundee.com/	www.lcctbjjwestdundee.com
Midwest Judo & Jujitsu Club	IL	Westmont	http://www.midwestjudo.com	midwestjudo.com
Gracie Barra Springfield Fight Club	MO	Springfield	http://www.springfieldfightclub.com/	springfieldfightclub.com
Apgar Mixed Martial Arts	PA	Bath	http://www.apgarmma.com/	apgarmma.com
Jade Studio	PA	Berwyn	http://www.jademovementstudio.com	jademovementstudio.com
Zezinho's Mota Jiu-Jitsu School	PA	Bridgeville	http://www.zzmbjj.com/	zzmbjj.com
Gracie Barra Carlisle	PA	Carlisle	http://www.gbcarlisle.com/	gbcarlisle.com
Rosendo Diaz Brazilian Jiu-Jitsu	PA	Chalfont	http://www.graciepa.com/	graciepa.com
Ephrata Martial Arts	PA	Ephrata	https://www.ephratamartialarts.com/	ephratamartialarts.com
Pennsylvania Combat Sports	PA	Greensburg	http://www.pacombatsports.com/	pacombatsports.com
Renzo Gracie Pennsylvania	PA	Hatfield	http://www.renzograciepa.com	renzograciepa.com
Brazilian Jiu-Jitsu United	PA	Jenkintown	http://www.bjjunited.com	bjjunited.com
UFC GYM Lancaster	PA	Lancaster	https://www.ufcgym.com/locations/lancaster/	ufcgym.com
Ramsey Academy of Martial Arts	PA	Lewisburg	http://www.bvrec.org/	bvrec.org
House of Arts Jiu Jitsu	PA	Media	http://hoabjj.com	www.hoabjj.com
Bucks MMA	PA	Newtown	http://www.bucksmma.com/	bucksmma.com
