region	source_code	name	city	stored_w	w_present	override_w	override_file	effective_w	link_state	stored_a	a_override	suppressed	src
GA	GA	Temporal Brazilian Jiu Jitsu Academy	Stonecrest	http://www.temporalbjj.com/	Y			http://www.temporalbjj.com/	HAS_STORED	8052 Mall Pkwy Suite 203			snippets/tjjm-gyms-data-25.liquid
GA	GA	Kyle Fogel Brazilian Jiu Jitsu	Sugar Hill	https://sugarhillbjj.com/	Y			https://sugarhillbjj.com/	HAS_STORED	5009 W Broad St NE			snippets/tjjm-gyms-data-25.liquid
GA	GA	Legacy MMA Club Sugar Hill	Sugar Hill	http://www.legacymmaclub.com/	Y			http://www.legacymmaclub.com/	HAS_STORED	225 Peachtree Industrial Blvd Suite 105			snippets/tjjm-gyms-data-25.liquid
GA	GA	Creighton MMA & Fitness Academy	Suwanee	https://paulcreighton.com/	Y			https://paulcreighton.com/	HAS_STORED	460 Brogdon Road, Suite 200			snippets/tjjm-gyms-data-25.liquid
GA	GA	Sylvester Jiu-Jitsu Academy	Sylvester	http://sylvesterjiujitsu.com/	Y		websites-2		HAS_STORED+BLANKED|RENDERS_BLANK	101B N Washington St			snippets/tjjm-gyms-data-25.liquid
GA	GA	Redemption Martial Arts Academy	Tifton	http://www.martialartstifton.com/	Y		websites-2		HAS_STORED+BLANKED|RENDERS_BLANK	201 Central Ave			snippets/tjjm-gyms-data-25.liquid
GA	GA	Thrive Jiu Jitsu & Fitness	Tifton	http://www.thrivejj.com/	Y			http://www.thrivejj.com/	HAS_STORED	120 W 3rd St E			snippets/tjjm-gyms-data-25.liquid
GA	GA	American Top Team Valdosta	Valdosta	http://att229.com/	Y			http://att229.com/	HAS_STORED	4354 Valnorth Dr			snippets/tjjm-gyms-data-25.liquid
GA	GA	Valdosta BJJ	Valdosta	https://valdostabjj.com	Y			https://valdostabjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
GA	GA	Independent MMA & Fitness - Villa Rica	Villa Rica	https://www.independentvillarica.com/	Y		websites-2		HAS_STORED+BLANKED|RENDERS_BLANK	901 S Carroll Rd A			snippets/tjjm-gyms-data-25.liquid
GA	GA	Proboxing, MMA Villa Rica	Villa Rica	https://ifa-fitnessclass.business.site/	Y			https://ifa-fitnessclass.business.site/	HAS_STORED	Harlan Lane Rd			snippets/tjjm-gyms-data-25.liquid
GA	GA	Warner Robins BJJ	Warner Robins	https://warnerrobinsbjj.com	Y			https://warnerrobinsbjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
GA	GA	Zanshin South Gracie Jiu Jitsu	Warner Robins	http://www.zanshinsouthgraciejiujitsu.com/	Y		websites-2		HAS_STORED+BLANKED|RENDERS_BLANK	233 N Houston Road			snippets/tjjm-gyms-data-25.liquid
GA	GA	Megalodon MMA	Watkinsville	http://www.megalodonmma.com/	Y		websites-2		HAS_STORED+BLANKED|RENDERS_BLANK	1071 Jamestown Blvd, Unit E-7			snippets/tjjm-gyms-data-25.liquid
GA	GA	Southeast Martial Arts Center	Waycross	http://www.southeastmartialartscenter.com/	Y			http://www.southeastmartialartscenter.com/	HAS_STORED	515D S City Blvd			snippets/tjjm-gyms-data-25.liquid
GA	GA	ATL Fitness 24/7 Woodstock	Woodstock	https://www.mindbodyonline.com/explore/locations/tapout-fitness-woodstock	Y			https://www.mindbodyonline.com/explore/locations/tapout-fitness-woodstock	HAS_STORED	9820 Alabama Road Hwy 92			snippets/tjjm-gyms-data-24.liquid
GA	GA	Atlanta Martial Arts Center	Woodstock	http://www.atlantamartialartscenter.com/	Y			http://www.atlantamartialartscenter.com/	HAS_STORED	105 Smokehill Lane, Suite 170			snippets/tjjm-gyms-data-24.liquid
GA	GA	KODA Academy of Martial Arts	Woodstock	http://www.sakurabjj.com/	Y			http://www.sakurabjj.com/	HAS_STORED	1105 Parkside Ln Suite 1212			snippets/tjjm-gyms-data-24.liquid
GA	GA	Sakura BJJ	Woodstock	https://sakurabjj.com	Y			https://sakurabjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
HI	HI	CJJF Central	Aiea	https://cjjfcentral.com	Y			https://cjjfcentral.com	HAS_STORED	98-390 Kamehameha Highway Unit A, Aiea, HI 96701			snippets/tjjm-gyms-data-40.liquid
HI	HI	O2 Martial Arts Academy	Aiea	https://onzuka.com/o2maaweb/	Y			https://onzuka.com/o2maaweb/	HAS_STORED	98-019 Kamehameha Hwy, Suite 208A, Aiea, HI 96701			snippets/tjjm-gyms-data-40.liquid
HI	HI	Island Jiu Jitsu West	Ewa Beach	https://www.islandjiujitsuwest.com	Y			https://www.islandjiujitsuwest.com	HAS_STORED	91-902 Fort Weaver Road, Ewa Beach, HI 96706			snippets/tjjm-gyms-data-40.liquid
HI	HI	Maui Jiu-Jitsu Academy	Haiku	https://mauijiujitsu.com	Y			https://mauijiujitsu.com	HAS_STORED	810 Haiku Rd Unit 230, Haiku, HI 96708			snippets/tjjm-gyms-data-40.liquid
HI	HI	BJ Penn MMA	Hilo	https://bjpennmma.com	Y		websites-2		HAS_STORED+BLANKED|RENDERS_BLANK			Y	snippets/tjjm-gyms-data.liquid
HI	HI	UFC GYM Hilo	Hilo	https://www.ufcgym.com/locations/hilo	Y			https://www.ufcgym.com/locations/hilo	HAS_STORED	777 Kinoole St, Hilo, HI 96720			snippets/tjjm-gyms-data-40.liquid
HI	HI	Caveirinha Jiu-Jitsu Family Hawaii Kai	Honolulu	https://www.cjjfhawaii.com	Y			https://www.cjjfhawaii.com	HAS_STORED	377 Keahole Street #D-1D, Honolulu, HI 96825			snippets/tjjm-gyms-data-40.liquid
HI	HI	Gracie Allegiance Honolulu	Honolulu	https://honolulubjj.com	Y			https://honolulubjj.com	HAS_STORED				snippets/tjjm-gyms-data-40.liquid
HI	HI	Gracie Barra Aloha Stadium	Honolulu	https://graciebarra.com/honolulu-hi	Y			https://graciebarra.com/honolulu-hi	HAS_STORED	4510 Salt Lake Blvd, Honolulu, HI 96818			snippets/tjjm-gyms-data-40.liquid
HI	HI	Gracie Technics Hawaii	Honolulu	https://gracietechnics.com	Y			https://gracietechnics.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
HI	HI	HNL Jiu Jitsu Academy	Honolulu	https://www.hnljiujitsuacademy.com	Y			https://www.hnljiujitsuacademy.com	HAS_STORED	7192 Kalanianaole Highway Suite C-200, Honolulu, HI 96825			snippets/tjjm-gyms-data-40.liquid
HI	HI	Hawaii Academy of Brazilian Jiu-Jitsu	Honolulu	https://hawaiibjj.com	Y			https://hawaiibjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
HI	HI	Island Jiu-Jitsu	Honolulu	https://www.islandjiujitsu.com	Y			https://www.islandjiujitsu.com	HAS_STORED	760 Halekauwila Street, Honolulu, HI 96813			snippets/tjjm-gyms-data-40.liquid
HI	HI	Kansept Academy	Honolulu	https://kanseptacademy.com	Y			https://kanseptacademy.com	HAS_STORED	904 Kohou St Suite 201, Honolulu, HI 96817			snippets/tjjm-gyms-data-40.liquid
HI	HI	Mano Jiu Jitsu	Honolulu	https://www.manojiujitsu.com	Y			https://www.manojiujitsu.com	HAS_STORED	2752 Woodlawn Drive 2nd floor, Honolulu, HI 96822			snippets/tjjm-gyms-data-40.liquid
HI	HI	Purebred Jiu-Jitsu	Honolulu	https://purebredjiujitsu.com	Y		websites-2		HAS_STORED+BLANKED|RENDERS_BLANK			Y	snippets/tjjm-gyms-data.liquid
HI	HI	Relson Gracie Jiu-Jitsu Ronn Shiraki Academy	Honolulu	https://www.ronnshiraki.com	Y			https://www.ronnshiraki.com	HAS_STORED	737 Kapahulu Ave, Honolulu, HI 96816			snippets/tjjm-gyms-data-40.liquid
HI	HI	Relson Gracie Jiu-Jitsu Team HK	Honolulu	https://www.graciehonolulu.com	Y			https://www.graciehonolulu.com	HAS_STORED	1712 S King Street 2nd Fl #200, Honolulu, HI 96826			snippets/tjjm-gyms-data-40.liquid
HI	HI	Sapateiro Jiu Jitsu Academy	Honolulu	https://www.oahubjj.com	Y			https://www.oahubjj.com	HAS_STORED	560 N. Nimitz Hwy Suite 112A, Honolulu, HI 96817			snippets/tjjm-gyms-data-40.liquid
HI	HI	Technics Jiu-Jitsu Academy	Honolulu	https://www.gracietechnics.com	Y			https://www.gracietechnics.com	HAS_STORED	1222 Kaumualii St, Honolulu, HI 96817			snippets/tjjm-gyms-data-40.liquid
HI	HI	Maui BJJ Academy	Kahului	https://mauibjjacademy.com	Y		websites-2		HAS_STORED+BLANKED|RENDERS_BLANK			Y	snippets/tjjm-gyms-data.liquid
HI	HI	Maui Grappling Academy	Kahului	https://mauigrapplingacademy.com	Y			https://mauigrapplingacademy.com	HAS_STORED	180 East Wakea Avenue, Unit I, Kahului, HI 96732			snippets/tjjm-gyms-data-40.liquid
HI	HI	Gracie Jiu Jitsu Kailua	Kailua	https://graciejiujitsukailua.com	Y			https://graciejiujitsukailua.com	HAS_STORED	35 Kainehe St Suite 103, Kailua, HI 96734			snippets/tjjm-gyms-data-40.liquid
HI	HI	Kailua BJJ	Kailua	https://kailuabjj.com	Y			https://kailuabjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
HI	HI	Masters Martial Arts School	Kailua	https://mastersmartialartsschool.com	Y			https://mastersmartialartsschool.com	HAS_STORED	270 Kuulei Rd Suite 202, Kailua, HI 96734			snippets/tjjm-gyms-data-40.liquid
HI	HI	Exodus Martial Arts Academy	Kailua-Kona	https://exodusmaahawaii.squarespace.com	Y			https://exodusmaahawaii.squarespace.com	HAS_STORED	74-5599 Luhia Street, Suite E2, Kailua-Kona, HI 96740			snippets/tjjm-gyms-data-40.liquid
HI	HI	Foundation BJJ	Kailua-Kona	https://www.foundationbjj.net	Y			https://www.foundationbjj.net	HAS_STORED	73-5563 Olowalu St, Kailua-Kona, HI 96740			snippets/tjjm-gyms-data-40.liquid
HI	HI	Kona BJJ	Kailua-Kona	https://konabjj.com	Y		websites-2		HAS_STORED+BLANKED|RENDERS_BLANK			Y	snippets/tjjm-gyms-data.liquid
HI	HI	Shibui Dojo	Kailua-Kona		N				NO_W_KEY|RENDERS_BLANK	73-5619 Kauhola St Ste 105-106, Kailua-Kona, HI 96740			snippets/tjjm-gyms-data-40.liquid
HI	HI	The Process Martial Arts Academy	Kailua-Kona	https://www.theprocessmartialarts.com	Y			https://www.theprocessmartialarts.com	HAS_STORED	73-5590 Kauhola St, Kailua-Kona, HI 96740			snippets/tjjm-gyms-data-40.liquid
HI	HI	Hawaii Jiu Jitsu Lab	Kaneohe	https://hawaiijiujitsulab.com	Y			https://hawaiijiujitsulab.com	HAS_STORED	47-388 Hui Iwa St #11, Kaneohe, HI 96744			snippets/tjjm-gyms-data-40.liquid
HI	HI	K-Team Martial Arts	Kaneohe	https://k-team-martial-arts.com	Y			https://k-team-martial-arts.com	HAS_STORED	46-012 Alaloa Street 3rd Warehouse Unit, Kaneohe, HI 96744			snippets/tjjm-gyms-data-40.liquid
HI	HI	Bragiao BJJ MMA	Kapaa	https://www.mmaonkauai.com	Y			https://www.mmaonkauai.com	HAS_STORED	4-484 Kuhio Hwy #L4, Kapaa, HI 96746			snippets/tjjm-gyms-data-40.liquid
HI	HI	Gracie Barra Kapolei	Kapolei	https://graciebarra.com/kapolei-hi	Y			https://graciebarra.com/kapolei-hi	HAS_STORED	1019 Lauia St Bay 7, Kapolei, HI 96707			snippets/tjjm-gyms-data-40.liquid
HI	HI	TRXTR Studio	Kapolei	https://bjjkapolei.com	Y			https://bjjkapolei.com	HAS_STORED	2045 Lauwiliwili St 403, Kapolei, HI 96707			snippets/tjjm-gyms-data-40.liquid
HI	HI	House of Alameda Jiu Jitsu	Keaau	https://alamedajj.com	Y			https://alamedajj.com	HAS_STORED	16-212 Melekahiwa Place, Keaau, HI 96749			snippets/tjjm-gyms-data-40.liquid
HI	HI	Ohana Jiu Jitsu Academy	Kihei	https://www.ohanajiujitsumaui.com	Y			https://www.ohanajiujitsumaui.com	HAS_STORED	650 Lipoa Pkwy, Kihei, HI 96753			snippets/tjjm-gyms-data-40.liquid
HI	HI	Lihue BJJ	Lihue	https://lihuebjj.com	Y			https://lihuebjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
HI	HI	Lions BJJ Kauai	Lihue	https://kauaibjj.com	Y			https://kauaibjj.com	HAS_STORED	3205 Fujii Street, Lihue, HI 96766			snippets/tjjm-gyms-data-40.liquid
HI	HI	Fighting Arts Academy Hawaii	Maui	https://fightingartsacademyhi.com	Y		websites-2		HAS_STORED+BLANKED|RENDERS_BLANK			Y	snippets/tjjm-gyms-data.liquid
HI	HI	Pearl City BJJ	Pearl City	https://pearlcitybjj.com	Y			https://pearlcitybjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
HI	HI	United BJJ Hawaii	Pearl City	https://unitedbjjhawaii.com	Y			https://unitedbjjhawaii.com	HAS_STORED	1000 Kamehameha Hwy, Pearl City, HI 96782			snippets/tjjm-gyms-data-40.liquid
HI	HI	Central Oahu Jiu-Jitsu Academy	Wahiawa	https://www.graciehi.com	Y			https://www.graciehi.com	HAS_STORED	401 North Cane St. #A3, Wahiawa, HI 96786			snippets/tjjm-gyms-data-40.liquid
HI	HI	Mad Tiger Academy	Wahiawa	https://www.madtigerbjj.com	Y			https://www.madtigerbjj.com	HAS_STORED	249 Kellogg St, Wahiawa, HI 96786			snippets/tjjm-gyms-data-40.liquid
HI	HI	Hanaloa School of Jiu-Jitsu	Wailuku	http://www.hanaloaschoolofjiujitsu.com	Y			http://www.hanaloaschoolofjiujitsu.com	HAS_STORED	261 Hookahi Street, Wailuku, HI 96793			snippets/tjjm-gyms-data-40.liquid
HI	HI	Maui Kombat Academy	Wailuku	https://www.mauikombatacademy.com	Y			https://www.mauikombatacademy.com	HAS_STORED	1161 Main St, Wailuku, HI 96793			snippets/tjjm-gyms-data-40.liquid
HI	HI	United Team Maui	Wailuku	https://bjjwailuku.com	Y			https://bjjwailuku.com	HAS_STORED	37 Central Ave, Wailuku, HI 96793			snippets/tjjm-gyms-data-40.liquid
HI	HI	Wailuku BJJ	Wailuku	https://wailukubjj.com	Y			https://wailukubjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
HI	HI	West Kauai Jiu-Jitsu	Waimea	https://www.westkauaijiujitsu.com	Y			https://www.westkauaijiujitsu.com	HAS_STORED	Makana Training Center, 9935 Kaumualii Hwy, Waimea, HI 96796			snippets/tjjm-gyms-data-40.liquid
IA	IA	Alliance Ames Brazilian JiuJitsu	Ames	https://amesbrazilianjiu-jitsu.com	Y			https://amesbrazilianjiu-jitsu.com	HAS_STORED	104 Kellogg Ave, Ames, IA 50010			snippets/tjjm-gyms-data-39.liquid
IA	IA	Ames BJJ	Ames	https://amesbjj.com	Y			https://amesbjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
IA	IA	Elite Edge Gym Ankeny	Ankeny	https://eliteedgegym.com	Y			https://eliteedgegym.com	HAS_STORED	116 SE Lorenz Drive, Ankeny, IA 50021			snippets/tjjm-gyms-data-39.liquid
IA	IA	Breaking Point Jiu-Jitsu Bettendorf	Bettendorf	https://breakingpointbjj.com	Y			https://breakingpointbjj.com	HAS_STORED	6990 Competition Court, Bettendorf, IA 52722			snippets/tjjm-gyms-data-39.liquid
IA	IA	Burlington BJJ Iowa	Burlington	https://burlingtonbjjiowa.com	Y		websites-2		HAS_STORED+BLANKED|RENDERS_BLANK			Y	snippets/tjjm-gyms-data.liquid
IA	IA	Kutting Edge Jiu-Jitsu Academy	Burlington	https://www.kuttingedgejiujitsuacademy.com	Y			https://www.kuttingedgejiujitsuacademy.com	HAS_STORED				snippets/tjjm-gyms-data-39.liquid
IA	IA	Alliance Jiu Jitsu Iowa	Cedar Rapids	https://alliancejiujitsuiowa.com	Y		websites-2		HAS_STORED+BLANKED|RENDERS_BLANK			Y	snippets/tjjm-gyms-data.liquid
IA	IA	Hard Drive Performance Center	Cedar Rapids	https://harddriveperformance.com	Y			https://harddriveperformance.com	HAS_STORED	712 3rd Ave SE, Cedar Rapids, IA 52401			snippets/tjjm-gyms-data-39.liquid
IA	IA	Mission Athletics	Cedar Rapids	https://www.missionathletics.com	Y			https://www.missionathletics.com	HAS_STORED	5265 Rockwell Dr NE Ste 100, Cedar Rapids, IA 52402			snippets/tjjm-gyms-data-39.liquid
IA	IA	Tipping Point Brazilian Jiu Jitsu	Cedar Rapids	https://www.tippingpointbjj.com	Y			https://www.tippingpointbjj.com	HAS_STORED	5313 N Park Pl NE, Cedar Rapids, IA 52402			snippets/tjjm-gyms-data-39.liquid
IA	IA	Clinton BJJ Iowa	Clinton	https://clintonbjjiowa.com	Y		websites-2		HAS_STORED+BLANKED|RENDERS_BLANK			Y	snippets/tjjm-gyms-data.liquid
IA	IA	Iowa Top Team Boxing & Jiu-Jitsu	Clinton	https://www.iowatopteam.com	Y			https://www.iowatopteam.com	HAS_STORED	123 Main Ave, Clinton, IA 52732			snippets/tjjm-gyms-data-39.liquid
IA	IA	Precision Submission Grappling	Clive	https://www.precisionsubmissiongrappling.com	Y			https://www.precisionsubmissiongrappling.com	HAS_STORED	2023 NW 92nd Court Suite A, Clive, IA 50325			snippets/tjjm-gyms-data-39.liquid
IA	IA	Ascent Jiu Jitsu	Coralville	https://ascent-jiujitsu.com	Y			https://ascent-jiujitsu.com	HAS_STORED	708 5th St Ste 3, Coralville, IA 52241			snippets/tjjm-gyms-data-39.liquid
IA	IA	CBBJJ	Council Bluffs	https://www.cbbjj.com	Y			https://www.cbbjj.com	HAS_STORED	300 West Broadway Suite 112, Council Bluffs, IA 51503			snippets/tjjm-gyms-data-39.liquid
IA	IA	Council Bluffs BJJ	Council Bluffs	https://councilbluffsbjj.com	Y			https://councilbluffsbjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
IA	IA	Gracie Jiu-Jitsu Council Bluffs	Council Bluffs	https://graciecb.com	Y			https://graciecb.com	HAS_STORED	3415 W Broadway Suite C, Council Bluffs, IA 51501			snippets/tjjm-gyms-data-39.liquid
IA	IA	Breaking Point Jiu-Jitsu Davenport	Davenport	https://breakingpointbjj.com	Y			https://breakingpointbjj.com	HAS_STORED	3840 W River Dr, Davenport, IA 52802			snippets/tjjm-gyms-data-39.liquid
IA	IA	Fighting Gravity Jiu Jitsu	Davenport	https://fightinggravityjiujitsu.com	Y		websites-2		HAS_STORED+BLANKED|RENDERS_BLANK				snippets/tjjm-gyms-data.liquid
IA	IA	Tarpein's Dojo	Davenport	https://tarpeinsdojo.com	Y			https://tarpeinsdojo.com	HAS_STORED	235 West 35th Street, Davenport, IA 52806			snippets/tjjm-gyms-data-39.liquid
IA	IA	Decorah Martial Arts	Decorah	https://www.decorahmartialarts.com	Y			https://www.decorahmartialarts.com	HAS_STORED	216 W Water St, Decorah, IA 52101			snippets/tjjm-gyms-data-39.liquid
IA	IA	Des Moines Jiu-Jitsu Academy	Des Moines	https://iowabjj.com	Y			https://iowabjj.com	HAS_STORED	841 11th St, Des Moines, IA 50309			snippets/tjjm-gyms-data-39.liquid
IA	IA	Renzo Gracie Des Moines	Des Moines	https://renzograciedesmoines.com	Y			https://renzograciedesmoines.com	HAS_STORED	4711 University Ave, Des Moines, IA 50311			snippets/tjjm-gyms-data-39.liquid
IA	IA	Dubuque BJJ	Dubuque	https://dubuquebjj.com	Y			https://dubuquebjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
IA	IA	Dubuque Jiu-Jitsu	Dubuque	https://dubuquebjj.com	Y			https://dubuquebjj.com	HAS_STORED	3135 Cedar Crest Ridge Suite D			snippets/tjjm-gyms-data-39.liquid
IA	IA	Faiferlick Martial Arts	Fort Dodge	https://fortdodgemartialarts.com	Y			https://fortdodgemartialarts.com	HAS_STORED	326 South 25th Street, Fort Dodge, IA			snippets/tjjm-gyms-data-39.liquid
IA	IA	Fort Dodge BJJ	Fort Dodge	https://fortdodgebjj.com	Y			https://fortdodgebjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
IA	IA	Southside Martial Arts	Fort Dodge	https://southsidemartialarts.com	Y			https://southsidemartialarts.com	HAS_STORED	1028 S 22nd St, Fort Dodge, IA 50501			snippets/tjjm-gyms-data-39.liquid
IA	IA	Olive Branch Jiu Jitsu	Fort Madison	https://olivebranchjj.com	Y			https://olivebranchjj.com	HAS_STORED	802 Avenue G, Fort Madison, IA 52627			snippets/tjjm-gyms-data-39.liquid
IA	IA	Arroyo Grappling Academy	Iowa City	https://arroyograppling.com	Y			https://arroyograppling.com	HAS_STORED	1604 Sycamore St, Suite B, Iowa City, IA 52240			snippets/tjjm-gyms-data-39.liquid
IA	IA	Citadel BJJ	Iowa City	https://bjjiniowacity.com	Y			https://bjjiniowacity.com	HAS_STORED	2325 Naples Ave SW, Iowa City, IA 52240			snippets/tjjm-gyms-data-39.liquid
IA	IA	Iowa City BJJ	Iowa City	https://iowacitybjj.com	Y			https://iowacitybjj.com	HAS_STORED				snippets/tjjm-gyms-data.liquid
IA	IA	Marshalltown BJJ	Marshalltown	https://marshalltownbjj.com	Y			https://marshalltownbjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
IA	IA	Zura Jiu-Jitsu	Marshalltown	https://www.zurajiujitsu.com	Y			https://www.zurajiujitsu.com	HAS_STORED	104 E Linn St STE B, Marshalltown, IA			snippets/tjjm-gyms-data-39.liquid
IA	IA	Mason City BJJ	Mason City	https://masoncitybjj.com	Y			https://masoncitybjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
IA	IA	The Flow Institute Mason City	Mason City	https://tfiexperience.com/mason-city	Y			https://tfiexperience.com/mason-city	HAS_STORED	100 S Federal Ave, #109, Mason City, IA 50401			snippets/tjjm-gyms-data-39.liquid
IA	IA	Tsunami Flow Jiu Jitsu	Mason City	https://www.tsunamiflowjiujitsu.com	Y			https://www.tsunamiflowjiujitsu.com	HAS_STORED				snippets/tjjm-gyms-data-39.liquid
IA	IA	Ludus Combat Sports	Mount Pleasant		N				NO_W_KEY|RENDERS_BLANK				snippets/tjjm-gyms-data-39.liquid
IA	IA	Guardian Jiujitsu & Judo	Ottumwa	https://www.guardianjj.com	Y			https://www.guardianjj.com	HAS_STORED	102 S Market St, Suite A, Ottumwa, IA 52501			snippets/tjjm-gyms-data-39.liquid
IA	IA	Ottumwa BJJ	Ottumwa	https://ottumwabjj.com	Y			https://ottumwabjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
IA	IA	Triumph Martial Arts Pella	Pella	https://triumphma.com/location/pella-ia	Y			https://triumphma.com/location/pella-ia	HAS_STORED	1582 Washington Street, Pella, IA 50219			snippets/tjjm-gyms-data-39.liquid
IA	IA	Jiu-Jitsu Unlimited	Sioux City	https://jjxkbultd.com	Y			https://jjxkbultd.com	HAS_STORED	6009 Gordon Dr, Sioux City, IA 51106			snippets/tjjm-gyms-data-39.liquid
IA	IA	One Combat Academy	Sioux City	https://fourseasonshealthclub.com/one-combat-academy/	Y			https://fourseasonshealthclub.com/one-combat-academy/	HAS_STORED	1600 7th St, Sioux City, IA 51101			snippets/tjjm-gyms-data-39.liquid
IA	IA	Sioux City BJJ	Sioux City	https://siouxcitybjj.com	Y			https://siouxcitybjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
IA	IA	No Coast Brazilian Jiu Jitsu	Urbandale	https://waukeemartialarts.com	Y			https://waukeemartialarts.com	HAS_STORED				snippets/tjjm-gyms-data.liquid
IA	IA	Triumph Martial Arts	Urbandale	https://triumphma.com	Y			https://triumphma.com	HAS_STORED	8545 Hickman Road, Urbandale, IA 50322			snippets/tjjm-gyms-data-39.liquid
IA	IA	Cedar Valley Jiu Jitsu	Waterloo	https://cv-bjj.com	Y			https://cv-bjj.com	HAS_STORED	2325 Crossroads Blvd, Waterloo, IA 50701			snippets/tjjm-gyms-data-39.liquid
IA	IA	Waterloo BJJ	Waterloo	https://waterloobjj.com	Y			https://waterloobjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
ID	ID	Blackfoot Jiu Jitsu and Fitness	Blackfoot	https://blackfootjiujitsu.com	Y			https://blackfootjiujitsu.com	HAS_STORED	1010 W Bridge Street Suite F, Blackfoot, ID 83221			snippets/tjjm-gyms-data-40.liquid
ID	ID	Alliance Jiu Jitsu East Boise	Boise	https://www.allianceboise.org	Y			https://www.allianceboise.org	HAS_STORED	880 S Vista Ave, Boise, ID 83705			snippets/tjjm-gyms-data-40.liquid
ID	ID	Brave BJJ Boise	Boise	https://www.brave-bjj.com	Y			https://www.brave-bjj.com	HAS_STORED	8707 W State St, Boise, ID 83714			snippets/tjjm-gyms-data-40.liquid
ID	ID	Elite Jiu-Jitsu Academy	Boise	https://elitejiujitsu.com	Y			https://elitejiujitsu.com	HAS_STORED				snippets/tjjm-gyms-data.liquid
ID	ID	Gracie Barra South Boise	Boise	https://gbsouthboise.com	Y			https://gbsouthboise.com	HAS_STORED	8958 W Ardene St, Boise, ID 83709			snippets/tjjm-gyms-data-40.liquid
ID	ID	Gracie Barra Southeast Boise	Boise	https://gbsoutheastboise.com	Y			https://gbsoutheastboise.com	HAS_STORED	2475 S Apple St Suite 104, Boise, ID 83706			snippets/tjjm-gyms-data-40.liquid
ID	ID	SBG Idaho	Boise	https://sbgidaho.com	Y			https://sbgidaho.com	HAS_STORED	1522 W River St, Boise, ID 83702			snippets/tjjm-gyms-data-40.liquid
ID	ID	Self Reliant Jiu Jitsu	Boise	https://www.selfreliantjiujitsu.com	Y			https://www.selfreliantjiujitsu.com	HAS_STORED	2769 S Broadway Ave, Boise, ID 83706			snippets/tjjm-gyms-data-40.liquid
ID	ID	The PIT Idaho	Boise	https://www.thepitidaho.com	Y			https://www.thepitidaho.com	HAS_STORED	10 S Cole Rd, Boise, ID 83709			snippets/tjjm-gyms-data-40.liquid
ID	ID	Gracie Barra Caldwell	Caldwell	https://graciebarra.com/id-caldwell	Y			https://graciebarra.com/id-caldwell	HAS_STORED	708 Main St, Suite 1a, Caldwell, ID 83605			snippets/tjjm-gyms-data-40.liquid
ID	ID	Idahome Jiu-Jitsu	Caldwell	https://idahomejiujitsu.com	Y			https://idahomejiujitsu.com	HAS_STORED	2922 Cleveland Blvd Ste 600, Caldwell, ID 83605			snippets/tjjm-gyms-data-40.liquid
ID	ID	Studio 671 Jiu Jitsu	Caldwell	https://studio671jiujitsu.com	Y			https://studio671jiujitsu.com	HAS_STORED	1322 Lauren Lane Suite 101, Caldwell, ID 83605			snippets/tjjm-gyms-data-40.liquid
ID	ID	BPi Fighting Systems	Coeur d'Alene	https://www.bpifight.com	Y			https://www.bpifight.com	HAS_STORED	1917 North Lakewood Drive, Coeur d'Alene, ID 83814			snippets/tjjm-gyms-data-40.liquid
ID	ID	Coeur d'Alene BJJ	Coeur d'Alene	https://cdalenebjj.com	Y			https://cdalenebjj.com	HAS_STORED			Y	snippets/tjjm-gyms-data.liquid
ID	ID	CDA Jiu-Jitsu	Dalton Gardens	https://cdajiujitsu.com	Y			https://cdajiujitsu.com	HAS_STORED	7680 N Government Way 2, Dalton Gardens, ID 83815			snippets/tjjm-gyms-data-40.liquid
ID	ID	SBG Teton Valley	Driggs	https://www.sbgtetonvalley.com	Y			https://www.sbgtetonvalley.com	HAS_STORED	528 Valley Centre Dr 1, Driggs, ID 83422			snippets/tjjm-gyms-data-40.liquid
ID	ID	Alliance Jiu Jitsu Eagle	Eagle	https://www.allianceboise.org	Y			https://www.allianceboise.org	HAS_STORED	195 S Wooddale Ave, Eagle, ID 83616			snippets/tjjm-gyms-data-40.liquid
