region	name	city	stored_w	override_w	why_blank	src
IL	Middeke Brazilian Jiu Jitsu	New Baden	https://www.middekebjj.com/		override blanks it	snippets/tjjm-gyms-data-20.liquid
IL	Victory Martial Arts Northbrook	Northbrook			no w key	snippets/tjjm-gyms-data-20.liquid
IL	Randori MMA & Jiu Jitsu	Orland Park	http://www.randorijiujitsu.com/		override blanks it	snippets/tjjm-gyms-data-20.liquid
IL	Falconbury Warrior Concepts	Robinson	http://falconburywarriorconcepts.com/		override blanks it	snippets/tjjm-gyms-data-20.liquid
IL	RMNU Rockton Judo & Jiu Jitsu Academy	Rockton			no w key	snippets/tjjm-gyms-data-20.liquid
IL	Keith Hackney's Combat Academy	Roselle	http://www.hackneyscombat.com/		override blanks it	snippets/tjjm-gyms-data-20.liquid
IL	LCCT Brazilian Jiu Jitsu	Schaumburg	https://lcctbjj.com		override blanks it	snippets/tjjm-gyms-data.liquid
IL	P3 Martial Arts	Schaumburg	https://p3jiujitsu.com		override blanks it	snippets/tjjm-gyms-data.liquid
IL	Ohana Martial Arts	Waukegan	https://ohanamartialarts.net		override blanks it	snippets/tjjm-gyms-data.liquid
IL	LCCT Brazilian Jiu-Jitsu West Dundee	West Dundee	https://lcctbjjwestdundee.com/		override blanks it	snippets/tjjm-gyms-data-20.liquid
IN	Razzano Academy BJJ & Judo	Bloomington			stored w is empty string	snippets/tjjm-gyms-data-30.liquid
IN	Vortex Martial Arts Gym	Bloomington			stored w is empty string	snippets/tjjm-gyms-data-30.liquid
IN	Brown’s Brazilian Jiu-Jitsu	Columbus			stored w is empty string	snippets/tjjm-gyms-data-30.liquid
IN	Harrison County Brazilian Jiu-Jitsu	Corydon			stored w is empty string	snippets/tjjm-gyms-data-30.liquid
IN	Nice Guys Submission Fighting	Evansville			stored w is empty string	snippets/tjjm-gyms-data-30.liquid
IN	Fishers Brazilian Jiu-Jitsu And Boxing	Fishers			stored w is empty string	snippets/tjjm-gyms-data-30.liquid
IN	Carlson Gracie Indianapolis Jiu Jitsu	Greenwood			stored w is empty string	snippets/tjjm-gyms-data-30.liquid
IN	Garra Brazilian Jiu Jitsu and MMA	Kokomo			stored w is empty string	snippets/tjjm-gyms-data-30.liquid
IN	Soma Jiu Jitsu of Kokomo	Kokomo			stored w is empty string	snippets/tjjm-gyms-data-30.liquid
IN	Lagrange Gracie Jiu-Jitsu	LaGrange			stored w is empty string	snippets/tjjm-gyms-data-30.liquid
IN	Ascend Brazilian Jiu Jitsu	Lafayette			stored w is empty string	snippets/tjjm-gyms-data-30.liquid
IN	MC Fitness & Submission Grappling	Loogootee			stored w is empty string	snippets/tjjm-gyms-data-30.liquid
IN	Gracie Jiu-Jitsu New Albany	New Albany			stored w is empty string	snippets/tjjm-gyms-data-30.liquid
IN	RT Torres Brazilian Jiu Jitsu	New Castle			stored w is empty string	snippets/tjjm-gyms-data-30.liquid
IN	BJJ Coach Sheepdog	Rushville			stored w is empty string	snippets/tjjm-gyms-data-30.liquid
IN	Ribeiro Jiu-Jitsu South Bend	South Bend			stored w is empty string	snippets/tjjm-gyms-data-30.liquid
IN	Choke-U Brazilian Jiu-jitsu	Valparaiso			stored w is empty string	snippets/tjjm-gyms-data-30.liquid
KS	Caio Terra Academy Lawrence	Lawrence			no w key	snippets/tjjm-gyms-data-39.liquid
KS	Bulldog Muay Thai and BJJ	Lenexa			no w key	snippets/tjjm-gyms-data-39.liquid
KS	Rabbit Hole Jiu Jitsu	Topeka			no w key	snippets/tjjm-gyms-data-39.liquid
KY	Ebmas Bowling Green	Bowling Green			no w key	snippets/tjjm-gyms-data-14.liquid
KY	Kentucky Grapplers	Bowling Green			no w key	snippets/tjjm-gyms-data-14.liquid
KY	Corbin Martial Arts	Corbin			no w key	snippets/tjjm-gyms-data-14.liquid
KY	Grant County Martial Arts Center	Dry Ridge	https://www.grantcountymartialarts.com/		override blanks it	snippets/tjjm-gyms-data-14.liquid
KY	E-town Brazilian Jiu-Jitsu	Elizabethtown	https://etownjiujitsu.com		override blanks it	snippets/tjjm-gyms-data.liquid
KY	Combat Defense USA	Elizabethtown			no w key	snippets/tjjm-gyms-data-14.liquid
KY	Hopkinsville BJJ	Hopkinsville	https://hopkinsvillebjj.com		override blanks it	snippets/tjjm-gyms-data.liquid
KY	King's Academy BJJ	Leitchfield			no w key	snippets/tjjm-gyms-data-14.liquid
KY	Powers' Martial Arts	Lewisport			no w key	snippets/tjjm-gyms-data-14.liquid
KY	Triple Crown MMA	Lexington	https://triplecrownnmma.com		override blanks it	snippets/tjjm-gyms-data.liquid
KY	Louisville Ju Jitsu	Louisville	https://www.louisvillejujitsu.com		override blanks it	snippets/tjjm-gyms-data-14.liquid
KY	Louisville Martial Arts Academy	Louisville	https://louisvillemartialarts.net/		override blanks it	snippets/tjjm-gyms-data-14.liquid
KY	Gracie Jiujitsu of Madisonville	Madisonville	https://www.gjjmadisonville.com/		override blanks it	snippets/tjjm-gyms-data-14.liquid
KY	Myers Martial Arts Center	Madisonville	https://www.myersdojo.net/		override blanks it	snippets/tjjm-gyms-data-14.liquid
KY	Premier Martial Arts – Paducah	Paducah	https://pmapaducah.com/		override blanks it	snippets/tjjm-gyms-data-14.liquid
KY	Paris Fight Academy	Paris			no w key	snippets/tjjm-gyms-data-14.liquid
KY	Figure 4 Fight Academy	Pikeville			no w key	snippets/tjjm-gyms-data-14.liquid
LA	Vermilion Martial Arts Academy	Abbeville	http://www.abbevillesummercamp.com/		override blanks it	snippets/tjjm-gyms-data-13.liquid
LA	Gracie Barra Amite	Amite City			no w key	snippets/tjjm-gyms-data-13.liquid
LA	Martial Arts America Baton Rouge	Baton Rouge	https://www.martialartsamericabr.com/		override blanks it	snippets/tjjm-gyms-data.liquid
LA	Warrior's Cove Baton Rouge	Baton Rouge	https://www.warriorscovebjj.com/		override blanks it	snippets/tjjm-gyms-data.liquid
LA	Stockwell Martial Arts Academy	Bossier City			no w key	snippets/tjjm-gyms-data-13.liquid
LA	Fight to Win Lafayette Jiu -Jitsu	Broussard	http://www.fighttowinlafayette.com/		override blanks it	snippets/tjjm-gyms-data-13.liquid
LA	Louisiana Judo. Louisiana Muay Thai	Broussard			no w key	snippets/tjjm-gyms-data-13.liquid
LA	Langston's Martial Arts	Central	http://langstonsmartialarts.com/		override blanks it	snippets/tjjm-gyms-data-13.liquid
LA	Gladiators Academy of Crowley	Crowley	https://www.gladiatorsofcrowley.com/		override blanks it	snippets/tjjm-gyms-data-13.liquid
LA	Combat Athletics	Denham Springs	https://ccrosbyjiujitsu.com/contact-us/		override blanks it	snippets/tjjm-gyms-data-13.liquid
LA	Body Elite Boxing & MMA	Houma			no w key	snippets/tjjm-gyms-data-13.liquid
LA	Evolution Training	Houma	https://www.guerrillajiujitsuhouma.com/		override blanks it	snippets/tjjm-gyms-data-13.liquid
LA	Extreme Mix Martial Arts	Houma			no w key	snippets/tjjm-gyms-data-13.liquid
LA	Reeds Elite Mixed Martial Arts	Jennings			no w key	snippets/tjjm-gyms-data-13.liquid
LA	Acadiana Martial Arts Academy	Lafayette	https://www.acadianamartialarts.com/		override blanks it	snippets/tjjm-gyms-data.liquid
LA	Premier Martial Arts Lafayette	Lafayette	https://www.premiermartialartsacademy.com/		override blanks it	snippets/tjjm-gyms-data.liquid
LA	Lake Area Brazilian Jiu-Jitsu	Lake Charles			no w key	snippets/tjjm-gyms-data-13.liquid
LA	Ground Zero Combat Sports Academy	Leesville			no w key	snippets/tjjm-gyms-data-13.liquid
LA	Louisiana Martial Arts Academy	Metairie	http://www.louisianamaa.com/		override blanks it	snippets/tjjm-gyms-data-13.liquid
LA	Progressive Martial Arts Training Center	New Iberia	https://www.pmatc.com		override blanks it	snippets/tjjm-gyms-data-13.liquid
LA	Danny Daniels' MMA & Fitness	New Orleans	https://www.dannydanielsmma.com/		override blanks it	snippets/tjjm-gyms-data.liquid
LA	Mid City Martial Arts & Fitness Academy	New Orleans	https://www.midcitymartialarts.com/		override blanks it	snippets/tjjm-gyms-data.liquid
LA	NOLA MMA	New Orleans	https://www.nolammaacademy.com/		override blanks it	snippets/tjjm-gyms-data.liquid
LA	The Dojang New Orleans	New Orleans	https://www.thedojangneworleans.com/		override blanks it	snippets/tjjm-gyms-data.liquid
LA	Criterion Jiu Jitsu	Prairieville	https://www.criterionjiujitsu.com/home		override blanks it	snippets/tjjm-gyms-data-13.liquid
LA	Triad Martial Arts Academy of Ruston	Ruston			no w key	snippets/tjjm-gyms-data-13.liquid
LA	Warrior Training Center	Shreveport	https://www.warriortrainingcenterla.com/		override blanks it	snippets/tjjm-gyms-data.liquid
LA	Carlos Machado Jiu Jitsu of Shreveport	Shreveport	http://shreveportmartialart.com/		override blanks it	snippets/tjjm-gyms-data-13.liquid
LA	Alliance Jiu Jitsu Slidell	Slidell	https://www.alliancebjjslidell.com/		override blanks it	snippets/tjjm-gyms-data.liquid
LA	Gracie Stonewall Jiu Jitsu Academy	Stonewall			no w key	snippets/tjjm-gyms-data-13.liquid
LA	Primal Fitness Lake Charles	Sulphur	https://www.primalfitnessla.com/		override blanks it	snippets/tjjm-gyms-data.liquid
LA	Gracie United Jiu Jitsu - Lacombe	Sulphur			no w key	snippets/tjjm-gyms-data-13.liquid
LA	Power Extreme Fitness Training Center	Terrytown	http://www.mmanola.com/		override blanks it	snippets/tjjm-gyms-data-13.liquid
MA	Mass Bjj Arlington	Arlington			stored w is empty string	snippets/tjjm-gyms-data-32.liquid
MA	Cascão Jiu Jitsu Ashland	Ashland	cascaoashland.com		override blanks it	snippets/tjjm-gyms-data-32.liquid
MA	Ronin Brazilian Jiu Jitsu and Fitness	Attleboro			stored w is empty string	snippets/tjjm-gyms-data-32.liquid
MA	Lauzon Mixed Martial Arts	Bridgewater	rsdmma.com		override blanks it	snippets/tjjm-gyms-data-32.liquid
MA	American Martial Arts Center	Cambridge	https://www.americanmartialartscenter.com/		override blanks it	snippets/tjjm-gyms-data.liquid
MA	Jiu-Jitsu USA Brazilian Jiu-Jitsu & Fitness Club	Charlton	squareup.com		override blanks it	snippets/tjjm-gyms-data-32.liquid
MA	Massachusetts Submission Academy	Clinton	masssubmissionacademy.com		override blanks it	snippets/tjjm-gyms-data-32.liquid
MA	Brazilian Top Team North Shore	Danvers	bttnorthshore.com		override blanks it	snippets/tjjm-gyms-data-32.liquid
MA	Team Link Framingham	Framingham			stored w is empty string	snippets/tjjm-gyms-data-32.liquid
MA	Fighting Arts Academy Gardner	Gardner	fightingartsgardner.com		override blanks it	snippets/tjjm-gyms-data-32.liquid
MA	Lokahi Academy	Hudson	lokahiacademy.com		override blanks it	snippets/tjjm-gyms-data-32.liquid
MA	Aldo Batista Brazilian Jiu-Jitsu	Lowell	aldobatistabjj.com		override blanks it	snippets/tjjm-gyms-data-32.liquid
MA	Cascao Jiu Jitsu - Team Exodus	Marlborough			stored w is empty string	snippets/tjjm-gyms-data-32.liquid
MA	Renan Borjes Brazilian jiu-jitsu And New England United BJJ	Medford			stored w is empty string	snippets/tjjm-gyms-data-32.liquid
MA	Michael DeLuca Brazilian Jiu Jitsu	Middleborough			stored w is empty string	snippets/tjjm-gyms-data-32.liquid
MA	Ko Gym	New Bedford	kogymnewbedford.com		override blanks it	snippets/tjjm-gyms-data-32.liquid
MA	South Shore Sport Fighting	Norwell	sssfighting.com		override blanks it	snippets/tjjm-gyms-data-32.liquid
MA	Dynamic Martial Athletics	Pepperell	pepperellbjj.com		override blanks it	snippets/tjjm-gyms-data-32.liquid
MA	Trifecta Martial Arts And Fitness	Quincy	bjj-boston.com		override blanks it	snippets/tjjm-gyms-data-32.liquid
MA	Iron House MMA	Revere			stored w is empty string	snippets/tjjm-gyms-data-32.liquid
MA	Bochniak Martial Arts & Fitness	Saugus	bochniakmma.com		override blanks it	snippets/tjjm-gyms-data-32.liquid
MA	Jon Manley MMA @ Williamstown youth center	Williamstown	jonmanleymma.com		override blanks it	snippets/tjjm-gyms-data-32.liquid
MB	Swan River BJJ	Swan River	https://swanriverbjj.com		override blanks it	snippets/tjjm-gyms-data.liquid
MD	Foundation Jiu-Jitsu	Baltimore	foundation-jiujitsu.com		override blanks it	snippets/tjjm-gyms-data-29.liquid
MD	Rollstar Jiu Jitsu	Baltimore	rsjiujitsumd.com		override blanks it	snippets/tjjm-gyms-data-29.liquid
MD	Central Maryland Martial Arts	Frederick	cmmatsd.com		override blanks it	snippets/tjjm-gyms-data-29.liquid
MD	Groundswell MMA	Frederick			stored w is empty string	snippets/tjjm-gyms-data-29.liquid
MD	301 MMA & Fitness	Gambrills			stored w is empty string	snippets/tjjm-gyms-data-29.liquid
MD	Cabrera Jiu Jitsu Academy	Hyattsville	graciepg.com		override blanks it	snippets/tjjm-gyms-data-29.liquid
MD	Mount Airy Jiu-Jitsu & MMA	Mt Airy	mountairybjj.com		override blanks it	snippets/tjjm-gyms-data-29.liquid
MD	Nomad Brazilian Jiu-Jitsu & MMA	Oakland			stored w is empty string	snippets/tjjm-gyms-data-29.liquid
MD	Native Brazilian Jiu Jitsu	Rockville	nativebjj.com		override blanks it	snippets/tjjm-gyms-data-29.liquid
MD	Gracie Randallstown Jiu Jitsu in Hillandale	Silver Spring	hillandalejiujitsu.com		override blanks it	snippets/tjjm-gyms-data-29.liquid
MD	David Adams Jiujitsu	Towson			stored w is empty string	snippets/tjjm-gyms-data-29.liquid
MD	Team Maryland BJJ	Towson			stored w is empty string	snippets/tjjm-gyms-data-29.liquid
ME	Augusta BJJ Maine	Augusta	https://augustabjjme.com		override blanks it	snippets/tjjm-gyms-data.liquid
ME	Maine BJJ	Bangor	https://mainebjj.com		override blanks it	snippets/tjjm-gyms-data.liquid
ME	Seacoast Brazilian Jiu-Jitsu	Biddeford	https://seacoastbjjme.com		override blanks it	snippets/tjjm-gyms-data.liquid
ME	Brunswick BJJ Maine	Brunswick	https://brunswickbjjme.com		override blanks it	snippets/tjjm-gyms-data.liquid
ME	Lewiston-Auburn BJJ	Lewiston	https://lewistonauburnbjj.com		override blanks it	snippets/tjjm-gyms-data.liquid
ME	Portland BJJ Maine	Portland	https://portlandbjjmaine.com		override blanks it	snippets/tjjm-gyms-data.liquid
MI	Gladiator MMA	Brighton	http://www.gladiator-mma.com		override blanks it	snippets/tjjm-gyms-data-17.liquid
MI	Combat Base Clarkston	Clarkston	https://www.combatbaseclarkston.com		override blanks it	snippets/tjjm-gyms-data-17.liquid
MI	Clawson Fit	Clawson	http://clawsonfit.com		override blanks it	snippets/tjjm-gyms-data-17.liquid
MI	GRBJJ	Grand Rapids	http://www.grbjj.net/		override blanks it	snippets/tjjm-gyms-data-17.liquid
MI	Lansing Brazilian Jiu-Jitsu	Lansing	http://www.lansingbjj.com/		override blanks it	snippets/tjjm-gyms-data-17.liquid
MI	American Mixed Martial Arts	Lincoln Park			no w key	snippets/tjjm-gyms-data-17.liquid
MI	Stronghold BJJ Academy	Livonia			no w key	snippets/tjjm-gyms-data-17.liquid
MI	Lake Effect Jiu Jitsu	Negaunee			no w key	snippets/tjjm-gyms-data-17.liquid
MI	Newaygo Jiu-Jitsu Academy	Newaygo			no w key	snippets/tjjm-gyms-data-17.liquid
MI	The Ludus Martial Arts and Fitness Center	Petoskey	http://www.theludusmartialarts.com/		override blanks it	snippets/tjjm-gyms-data-17.liquid
MI	Ribeiro Jiu Jitsu Association of Plymouth	Plymouth			no w key	snippets/tjjm-gyms-data-17.liquid
MI	Lakeshore Black Belt Academy	Saint Joseph	http://www.lakeshorebba.com/		override blanks it	snippets/tjjm-gyms-data-17.liquid
MI	The Grey Jiujitsu	St Helen			no w key	snippets/tjjm-gyms-data-17.liquid
MI	Michigan Kickboxing Academy / 10th Planet Troy	Troy	https://michigankickboxingacademy.com		override blanks it	snippets/tjjm-gyms-data.liquid
MI	Gracie Jiu-Jitsu Vicksburg	Vicksburg			no w key	snippets/tjjm-gyms-data-17.liquid
MI	10th Planet Jiu Jitsu Pontiac	Waterford Township			no w key	snippets/tjjm-gyms-data-17.liquid
MI	FC Fitness Academy	Waterford Township	http://fcfitnessacademy.com		override blanks it	snippets/tjjm-gyms-data-17.liquid
MI	Ann Arbor Jiu-Jitsu	Ypsilanti	http://annarborjj.com/wp/		override blanks it	snippets/tjjm-gyms-data-17.liquid
MI	Bushido Mixed Martial Arts	Ypsilanti			no w key	snippets/tjjm-gyms-data-17.liquid
MN	Checkmat S. Minneapolis	Minneapolis	https://dangerooms612.com		override blanks it	snippets/tjjm-gyms-data.liquid
MN	Akagi Jiu-Jitsu	St. Paul	https://akagijiujitsu.com		override blanks it	snippets/tjjm-gyms-data.liquid
MN	TC Martial Arts	St. Paul	https://tcmartialarts.com		override blanks it	snippets/tjjm-gyms-data.liquid
MO	Branson Jiu Jitsu - Fulcrum 360	Branson	http://rkbjjbranson.com/instructors/		override blanks it	snippets/tjjm-gyms-data-16.liquid
MO	Integrity Fitness	Bridgeton	http://www.integrityfit-stl.com/		override blanks it	snippets/tjjm-gyms-data-16.liquid
MO	S2 Bjj	Chesterfield	http://www.s2bjj.com/		override blanks it	snippets/tjjm-gyms-data-16.liquid
MO	Team Z MMA Fitness Center	Chesterfield	http://www.teamzmma.com/		override blanks it	snippets/tjjm-gyms-data-16.liquid
MO	The Proving Ground	Fenton			no w key	snippets/tjjm-gyms-data-16.liquid
MO	Whole Armour Martial Arts	Festus	http://whole-armour.com/		override blanks it	snippets/tjjm-gyms-data-16.liquid
MO	St Louis's F.I.T. Martial Arts Center	Florissant			no w key	snippets/tjjm-gyms-data-16.liquid
MO	Joplin Brotherhood Mixed Martial Arts	Joplin	http://www.jbhmma.com/		override blanks it	snippets/tjjm-gyms-data-16.liquid
MO	Legacy MMA & Jiujitsu	Joplin			no w key	snippets/tjjm-gyms-data-16.liquid
MO	Stealth Brazilian Jiu-Jitsu LLC	Knob Noster			no w key	snippets/tjjm-gyms-data-16.liquid
MO	Lake Ozark Brazilian Jiu Jitsu	Lake Ozark			no w key	snippets/tjjm-gyms-data-16.liquid
MO	TCB Fight Factory 417	Nixa	http://tcbfightfactory417.com		override blanks it	snippets/tjjm-gyms-data-16.liquid
MO	Aegis Jiu Jitsu	North Kansas City	http://aegisjiujitsu.com/		override blanks it	snippets/tjjm-gyms-data-16.liquid
MO	21st Century Self Defense	Pacific			no w key	snippets/tjjm-gyms-data-16.liquid
MO	Perryville Jiu Jitsu	Perryville			no w key	snippets/tjjm-gyms-data-16.liquid
MO	Pak's Academy of Martial Arts	Raymore			no w key	snippets/tjjm-gyms-data-16.liquid
MO	Caveman Crew MMA Gym	Raytown			no w key	snippets/tjjm-gyms-data-16.liquid
MO	Eagle Gyms	Rolla			no w key	snippets/tjjm-gyms-data-16.liquid
MO	Gracie Barra Springfield Fight Club	Springfield	http://www.springfieldfightclub.com/		override blanks it	snippets/tjjm-gyms-data-21.liquid
MO	Checkmat St. Louis	St. Louis	https://checkmatstl.com		override blanks it	snippets/tjjm-gyms-data.liquid
MO	GB Shrewsbury	St. Louis			no w key	snippets/tjjm-gyms-data-16.liquid
MO	St. Louis Combat Institute	St. Louis	http://www.stlcombatinstitute.com/		override blanks it	snippets/tjjm-gyms-data-16.liquid
MO	Warrior Jiu-Jitsu	Warrensburg	http://www.warriorjujitsu.com		override blanks it	snippets/tjjm-gyms-data-16.liquid
MO	Raven's Ridge MMA	Webster Groves	http://www.ravensridgemma.com/		override blanks it	snippets/tjjm-gyms-data-16.liquid
MO	Gracie Barra Whiteman Afb	Whiteman AFB			no w key	snippets/tjjm-gyms-data-16.liquid
MS	Relson Gracie 601 Jiu-Jitsu and MMA	Meridian			no w key	snippets/tjjm-gyms-data-41.liquid
MT	Grizzly Combat Sports	Bozeman	https://grizzlycombatsports.com		override blanks it	snippets/tjjm-gyms-data.liquid
MT	Hughes' Grappling Academy	Kalispell	https://www.hughesgrapplingacademy.com		override blanks it	snippets/tjjm-gyms-data-4.liquid
NC	Devine Jiu Jitsu and Team R.O.C MMA	Albemarle			stored w is empty string	snippets/tjjm-gyms-data-26.liquid
NC	Verity Brazilian Jiu-Jitsu	Cary	https://veritybjj.com/		override blanks it	snippets/tjjm-gyms-data-26.liquid
NC	Charlotte Jiu-Jitsu Academy	Charlotte	https://charlottejiujitsuacademy.com		override blanks it	snippets/tjjm-gyms-data.liquid
NC	Crossface MMA	Cornelius	http://www.crossface.net/		override blanks it	snippets/tjjm-gyms-data-26.liquid
NC	Pitbull Martial Arts Center-USA	Durham	http://pmacusamma.com/		override blanks it	snippets/tjjm-gyms-data-26.liquid
NC	United Thai Boxing & MMA	Durham			stored w is empty string	snippets/tjjm-gyms-data-26.liquid
NC	Kamicuozzi MMA & Fitness	Eden			stored w is empty string	snippets/tjjm-gyms-data-26.liquid
NC	Triangle Jiu-Jitsu Academy	Goldsboro	http://www.trianglejj.com/		override blanks it	snippets/tjjm-gyms-data-26.liquid
NC	Warrior Fitness Center Laurinburg	Laurinburg	http://www.laurinburgbjj.com/		override blanks it	snippets/tjjm-gyms-data-26.liquid
NC	SAGA Combat Systems	Lincolnton	http://www.sagacombat.com/		override blanks it	snippets/tjjm-gyms-data-26.liquid
NC	Gracie Barra - Spring Lake	Spring Lake	http://gbspringlake.com/		override blanks it	snippets/tjjm-gyms-data-26.liquid
NC	Ravensguard BJJ Academy	Wilmington	http://ravensguardacademy.com/		override blanks it	snippets/tjjm-gyms-data-26.liquid
NC	Gustavo Machado Brazilian Jiu Jitsu Wilson	Wilson	https://gmbjjwnc68.com/		override blanks it	snippets/tjjm-gyms-data-26.liquid
NC	Ground Control BJJ And MMA	Winston-Salem			stored w is empty string	snippets/tjjm-gyms-data-26.liquid
NC	Evolution MMA Academy	Wrightsville Beach	http://www.evolutionmixedmartialarts.com/		override blanks it	snippets/tjjm-gyms-data-26.liquid
NH	Seacoast BJJ NH	Portsmouth	https://seacoastbjjnh.com		override blanks it	snippets/tjjm-gyms-data.liquid
NJ	Green Dragon Warrior Arts	Barnegat	http://greendragonunlimited.com/Home_Page.php		override blanks it	snippets/tjjm-gyms-data-19.liquid
NJ	Misfits Muay Thai & Brazilian Jiu Jitsu	Brick Township	http://www.misfitsmuaythai.com/		override blanks it	snippets/tjjm-gyms-data-19.liquid
NJ	Clay Jiu Jitsu	Browns Mills	http://www.clayjiu-jitsu.com/		override blanks it	snippets/tjjm-gyms-data-19.liquid
NJ	AMA Fight Club	Cedar Knolls	https://www.amafightclubcedarknolls.com/		override blanks it	snippets/tjjm-gyms-data-19.liquid
NJ	AJW Martial Arts Academy & Fitness Center	City Of Orange	http://www.ajwmartialartsacademy.com		override blanks it	snippets/tjjm-gyms-data-19.liquid
NJ	Jfc Training Center	Cranford	http://www.jerseyfightclub.com/		override blanks it	snippets/tjjm-gyms-data-19.liquid
NJ	Real World Martial Arts Team Renzo Gracie	Denville	http://rwmma.com/		override blanks it	snippets/tjjm-gyms-data-19.liquid
NJ	JBMFIT - Fitness Center and & Brazilian Jiu Jitsu Academy	Edgewater Park	http://www.jbmfit.com/		override blanks it	snippets/tjjm-gyms-data-19.liquid
NJ	Jaguar BJJ	Edison	http://jaguarbjj.com/		override blanks it	snippets/tjjm-gyms-data-19.liquid
NJ	Golden Eagle Judo & Jiu-Jitsu	Elizabeth	http://www.goldeneaglejjj.com/		override blanks it	snippets/tjjm-gyms-data-19.liquid
NJ	Team Jucão Elizabeth Brazilian Jiu Jitsu BJJ	Elizabeth			no w key	snippets/tjjm-gyms-data-19.liquid
NJ	Blue Line Defense and Fitness	Ewing Township	http://www.bluelinedefenseandfitness.com/		override blanks it	snippets/tjjm-gyms-data-19.liquid
NJ	Elite Tactical Martial Arts	Flanders	http://www.elitetacticalmartialarts.com/		override blanks it	snippets/tjjm-gyms-data-19.liquid
NJ	Alliance Jiu Jitsu Freehold	Freehold	https://www.alliancejiujitsufreehold.com/		override blanks it	snippets/tjjm-gyms-data.liquid
NJ	Gracie Jiu-Jitsu Galloway	Galloway			no w key	snippets/tjjm-gyms-data-19.liquid
NJ	Hamilton Martial Arts	Hamilton Square	http://www.hamiltonmartialarts.com/		override blanks it	snippets/tjjm-gyms-data-19.liquid
NJ	CE Jiu Jitsu, MMA, boxing, kickboxing Harrison	Harrison			no w key	snippets/tjjm-gyms-data-19.liquid
NJ	David Branch Jiu Jitsu	Hoboken	https://www.davidbranchbjj.com/		override blanks it	snippets/tjjm-gyms-data.liquid
NJ	Renzo Gracie Hoboken	Hoboken	https://www.renzograciehoboken.com/		override blanks it	snippets/tjjm-gyms-data.liquid
NJ	CULTR BJJ	Jersey City	https://www.cultrbjj.com/		override blanks it	snippets/tjjm-gyms-data.liquid
NJ	Thiago Rela BJJ	Jersey City	https://www.thiagorelateam.com/		override blanks it	snippets/tjjm-gyms-data.liquid
NJ	Team Endurance MMA/ Brazilian JiuJitsu & Kickboxing Academy	Jersey City	http://www.teamendurancemma.com/		override blanks it	snippets/tjjm-gyms-data-19.liquid
NJ	Amorosi's Mixed Martial Arts	Livingston	http://www.amorosikarate.com/		override blanks it	snippets/tjjm-gyms-data-19.liquid
NJ	Anaconda Brazilian Jiu Jitsu & MMA Academy	Lyndhurst	http://www.anacondabjjmma.com		override blanks it	snippets/tjjm-gyms-data-19.liquid
NJ	Red Dragon Martial Arts Academy	Manville	http://www.reddragonmaa.com/		override blanks it	snippets/tjjm-gyms-data-19.liquid
NJ	Puzon Jiu Jitsu	Milltown	http://www.puzonjiujitsu.com/		override blanks it	snippets/tjjm-gyms-data-19.liquid
NJ	Jbm Brazilian Jiu-Jitsu Academy	Mt. Holly	http://www.jbmbjj.com/		override blanks it	snippets/tjjm-gyms-data-19.liquid
NJ	Roberto Gordo BJJ	Newark	https://www.robertogordo.com/		override blanks it	snippets/tjjm-gyms-data.liquid
NJ	Advanced Martial Arts	North Brunswick Township	http://advancedbjj.com/		override blanks it	snippets/tjjm-gyms-data-19.liquid
NJ	Gracie Jiu-Jitsu Phillipsburg	Phillipsburg			no w key	snippets/tjjm-gyms-data-19.liquid
NJ	Lionheart MMA	South Amboy	http://www.lionheartmixedmartialarts.com/		override blanks it	snippets/tjjm-gyms-data-19.liquid
NJ	Advantage MMA	South Pennsauken	http://www.advantagemixedmartialarts.com/		override blanks it	snippets/tjjm-gyms-data-19.liquid
NJ	Renzo Gracie South Plainfield	South Plainfield	https://www.renzograciesouthplainfield.com/		override blanks it	snippets/tjjm-gyms-data.liquid
NJ	Martial Maxx MMA	Teterboro	http://www.martialmaxxmma.com/		override blanks it	snippets/tjjm-gyms-data-19.liquid
NJ	Gracie Barra Toms River	Toms River	https://www.gbtomsriver.com/		override blanks it	snippets/tjjm-gyms-data.liquid
NJ	US Martial Arts Academy Inc	Vineland	http://www.usmartialarts.biz/		override blanks it	snippets/tjjm-gyms-data-19.liquid
NJ	Kurt Pellegrino MMA	Wall Township			no w key	snippets/tjjm-gyms-data-19.liquid
NJ	Up Top Martial Arts Academy	Wayne	http://www.martialartswaynenj.com/		override blanks it	snippets/tjjm-gyms-data-19.liquid
NJ	Rolles Gracie Academy - Long Branch Jiu Jitsu & Muay Thai	West Long Branch	https://rollesgracielongbranchnj.com/		override blanks it	snippets/tjjm-gyms-data-19.liquid
NJ	Gracie Barra Westfield	Westfield	https://www.gbwestfield.com/		override blanks it	snippets/tjjm-gyms-data.liquid
NJ	Gym-Jitsu Mobile Martial Arts	Whippany			no w key	snippets/tjjm-gyms-data-19.liquid
NJ	Camal Judo	Woodland	http://camaljudo.com/		override blanks it	snippets/tjjm-gyms-data-19.liquid
NJ	Extreme Fight Club	Woodland Park	http://www.efcchampion.com/		override blanks it	snippets/tjjm-gyms-data-19.liquid
NM	Mata Leao Brazilian Jiu Jitsu	Taos			no w key	snippets/tjjm-gyms-data-40.liquid
NV	Fight Camp Nv	Carson City			no w key	snippets/tjjm-gyms-data-2.liquid
