name	region	url
Gracie Jiu-Jitsu Beverly Hills	CA	https://www.graciejiujitsubeverlyhills.com/
Gracie Jiu-Jitsu Boca Raton	FL	https://graciejiujitsubocaraton.com/
Gracie Jiu-Jitsu Canon City	CO	https://www.gjj-canoncity.com
Gracie Jiu-Jitsu Clovis	CA	https://www.bjjclovis.com/
Gracie Jiu-Jitsu Council Bluffs	IA	https://graciecb.com
Gracie Jiu-Jitsu Foothills	TN	https://www.graciefoothills.com
Gracie Jiu-Jitsu Fort Smith	AR	https://graciefortsmith.com
Gracie Jiu-Jitsu Galloway	NJ	https://taphousebjj.com/
Gracie Jiu-Jitsu Geneva	IL	https://genevamartialarts.com/
Gracie Jiu-Jitsu Highland Village	TX	https://graciebarrahighlandvillage.com/
Gracie Jiu-Jitsu Huntington Beach	CA	https://graciejiujitsuhuntingtonbeach.com/
Gracie Jiu-Jitsu Indio	CA	https://gjjindio.com/
Gracie Jiu-Jitsu Jonesboro	AR	https://graciejonesboro.com
Gracie Jiu-Jitsu La Palma	CA	https://www.gracielapalma.com/
Gracie Jiu-Jitsu Largo	FL	https://gracielargowest.com/
Gracie Jiu-Jitsu Lexington Carter's Academy	SC	https://www.gracielexington.com
Gracie Jiu-Jitsu Monterey	CA	https://graciemonterey.com/
Gracie Jiu-Jitsu New Braunfels	TX	https://gjjnb.com/
Gracie Jiu-Jitsu New York	NY	https://gracieny.com
Gracie Jiu-Jitsu Newnan	GA	https://www.gracienewnan.com/
Gracie Jiu-Jitsu Ocean Springs	MS	https://gracieoceansprings.com
Gracie Jiu-Jitsu Omaha	NE	https://gracieomaha.com
Gracie Jiu-Jitsu Orlando	FL	https://gjjorlando.com/
Gracie Jiu-Jitsu Phoenix	AZ	https://graciejiujitsuphoenix.com/
Gracie Jiu-Jitsu Portland	OR	https://www.graciepdx.com/
Gracie Jiu-Jitsu Post Falls	ID	https://graciepostfalls.com
Gracie Jiu-Jitsu Poughkeepsie	NY	https://nationalmartialartsandfitness.com
Gracie Jiu-Jitsu Salado	TX	https://saladoma.com/
Gracie Jiu-Jitsu Sandpoint	ID	https://graciesandpoint.com
Gracie Jiu-Jitsu Santa Clarita	CA	https://graciejiujitsuscv.com/
Gracie Jiu-Jitsu Santa Cruz	CA	https://www.graciesantacruz.com/
Gracie Jiu-Jitsu Sault Ste. Marie	ON	https://graciejiujitsusaultstemarie.com
Gracie Jiu-Jitsu Savannah	GA	https://www.gjjsav.com
Gracie Jiu-Jitsu Seguin	TX	https://graciejiujitsuseguin.com/
Gracie Jiu-Jitsu Shreveport / Bossier City	LA	https://graciesbc.com
Gracie Jiu-Jitsu Sioux Falls	SD	https://www.gjjsiouxfalls.com
Gracie Jiu-Jitsu St-Nicolas	QC	https://www.graciejiujitsustnicolas.com
Gracie Jiu-Jitsu St. George	UT	https://graciestgeorge.com
Gracie Jiu-Jitsu Victor	NY	https://gracievictor.com
Gracie Jiu-Jitsu Virginia Beach	VA	https://graciejiujitsuvb.com/
Gracie Jiu-Jitsu Warwick	RI	https://www.graciejiujitsuwarwick.com
Gracie Jiu-Jitsu Whittier	CA	https://graciejiu-jitsuwhittier.com/
Gracie Jiu-Jitsu of Kentucky - Louisville	KY	https://graciekentucky.com/location/louisville-ky/
Gracie Jiu-jitsu Minot	ND	https://sites.google.com/view/minotgjj
Gracie Las Vegas	NV	https://gracielasvegas.com
Gracie NOVA at The Fighters Garage	VA	https://thefightersgarage.com/
Gracie Owensboro	KY	https://gracieowensboro.com/
Gracie Raleigh	NC	https://gracieraleigh.com
Gracie Sports Brazilian Jiu-Jitsu Fairfield	CT	https://graciesportsusa.com/
Gracie Stonewall Jiu Jitsu Academy	LA	https://www.facebook.com/Gatorpitbjj/
Gracie Tampa	FL	https://gracietampa.com/
Gracie United - Team Jucao Hancock County in Diamondhead	MS	https://www.hancockbjj.com/locations/diamondhead
Gracie United Baton Rouge - Tiger Bend	LA	https://batonrougejiujitsu.com
Gracie United Covington	LA	https://trainbjjnow.com/
Gracie United Hammond	LA	https://trainbjjnow.com/
Gracie United Hancock	MS	https://www.hancockbjj.com
Gracie Wesley Chapel	FL	https://www.graciewesleychapel.com
GracieOne Academy	TX	https://www.gracieone.com
Graciefighter Jiu Jitsu	ME	https://graciefightercaribou.com
Graham MMA	MS	https://grahammma.com
Grand Forks Brazilian Jiu-jitsu Academy	ND	https://grandforksbjj.com
Grand River BJJ	ON	https://grandriverbjj.ca
Grand Valley Brazilian Jiu Jitsu	CO	https://grandvalleybjj.com
Grandmaster Han's Martial Arts & Gracie Jiu-Jitsu	AR	https://gmhgjj.com
Granite City MMA	VT	https://www.granitecitymmavt.com
Granite State BJJ	NH	https://granitestatebjj.com
Grant's Martial Arts	NS	https://www.grantsmartialarts.ca
Grapple House BJJ	MI	https://grapplehousebjj.com/
Grapple Jiu Jitsu	MS	https://www.grapplejiujitsu.com
Grappler Station	MN	https://www.grapplerstation.com
Grappling Concepts Nixa	MO	https://grapplingconceptsnixa.com/
Gravity Brazilian Jiu-Jitsu	BC	https://gravitybjj.ca
Gray Beard Forge	AR	https://graybeardforge.org
Great Grappling Brazilian Jiu Jitsu	SC	https://greatgrappling.com
Green Dojo	SK	https://greendojo.ca
Greenville Alliance Jiu Jitsu	SC	https://alliancegreenville.com
Greenwood Jiu-Jitsu	ON	https://brazilianjiujitsutoronto.com
Gregor Gracie Academy Brooklyn	NY	https://www.gregorgracie.com/
Greubel's Mixed Martial Arts	GA	https://www.greubelsmma.com/
Grey Wolf Brazilian Jiu-Jitsu - Martial Arts	OR	https://www.greywolfbjj.com/
Grind BJJ	VT	https://grindbjjvt.com
Ground Control Academy	AB	https://groundcontrolacademy.ca
Ground Strike Grappling	AL	https://groundstrikegrappling.com/
Ground Theory Jiu Jitsu	KS	https://www.groundtheoryjiujitsu.com
Ground X Jiu Jitsu Ottawa	ON	https://groundxjiujitsu.com
Ground Zero Fighting Systems	WV	https://teamgzfs.com
Ground Zero Fighting Systems Huntington	WV	https://gzfshuntington.wordpress.com/
Grounded Studios	ON	https://grounded.ca
Groupe Butactik	QC	https://butactik.com
Grove City Brazilian Jiu-Jitsu Academy	OH	https://www.grovecityjiujitsu.com/
Growth Mindset Collective	CA	https://growthmindsetcollective.com
Guara BJJ	QC	https://www.guarabjj.com
Guardhouse BJJ	ON	https://guardhousebjj.ca
Guardian Jiujitsu & Judo	IA	https://www.guardianjj.com
Guerrilla Jiu-Jitsu Martial Arts Academy	CA	https://www.guerrillajiujitsu.com/
Gulf Breeze Jiu Jitsu	FL	https://gulfbreezebjj.com/
Gulf Coast Jiu Jitsu	MS	https://www.gulfcoastjiujitsu.net
Gulf Coast Jiu-jitsu	AL	https://gcjiujitsu.com/
Gustavo Dantas Brazilian Jiu-Jitsu Academy	AZ	https://gdjiujitsu.com/
Gustavo Machado Brazilian Jiu Jitsu Chesapeake	VA	https://bjjchesapeake.com/
Gustavo Machdo Brazilian Jiu-Jitsu - Texas (GMBJJTX)	TX	https://www.gmbjjtx.com
Guto Campos BJJ	FL	https://gutocamposbjj.com
Gwinnett Training Academy	GA	https://attofgwinnett.com/
HEROES MARTIAL ARTS ACADEMY	AL	https://www.heroesmma.com/
HNL Jiu Jitsu Academy	HI	https://www.hnljiujitsuacademy.com
Hamby Freestyle Jiu Jitsu	GA	https://lavianobjj.com/
Hamel Jiu Jitsu Club	MN	https://www.hameljiujitsu.com
Hamilton BJJ	ON	https://hamilton-bjj.com
Hamilton School of Martial Arts	ON	https://hsma1.com
Hanto Jiu-Jitsu Academy	GA	https://www.hantobjj.com/
Harbor Jiu-Jitsu	NJ	https://www.harborjiujitsu.com/
Hard Drive Performance Center	IA	https://harddriveperformance.com
Hard Knocks Muay Thai & Judo	NV	https://hardknocksmuaythaijudo.com/
Harmony Martial Arts Center	FL	https://harmonymartialarts.com/
Haven Jiu Jitsu	NY	https://cnyjiujitsu.com
Hawaii Jiu Jitsu Lab	HI	https://hawaiijiujitsulab.com
Hayabusa Training Centre	AB	https://hayabusatrainingcentre.com/
Heavy Mettle Jiu Jitsu	NH	https://www.heavymettlejj.com
Heiho Dojo	AB	https://www.heihodojo.ca
Helio Soneca/ 8ight Limbs Academy	TX	https://www.the8ightlimbsacademy.com/
Hellman's Mixed Martial Arts	FL	https://hellmansmma.com/
Heritage Jiu-Jitsu	SC	https://heritagebjj.com
Hero Academy	BC	https://hero-academy.ca
Hero Jiu Jitsu	NH	https://herojiujitsu.com
Hicsmma	KY	https://www.hicsmma.com/
Hidden Fist Mixed Martial Arts Academy	NY	https://www.hiddenfistacademy.com
Hidden Samurai Martial Arts	KY	https://hsmaa7.wixsite.com/hiddensamurai
Highstyle Jiu-Jitsu	DC	https://highstylejiujitsu.com
Hillcrest Academy of Goshin	OH	https://www.hillcrestjujitsu.com/
Hiscoe Jiu-Jitsu	BC	https://www.hiscoejiujitsu.com
Honor Roll Brazilian Jiu-Jitsu / BJJ Santa Clarita CA 91350	CA	https://www.honorrollbjj.com/
Hood Rich Jiu Jitsu	BC	https://www.hoodrichjj.com
Hooked Martial Arts + Fitness	AL	https://www.hookedmartialarts.com/
Hopkinsville Martial Arts	KY	https://hoptownmartialarts.com/
House of Alameda Jiu Jitsu	HI	https://alamedajj.com
Houzn Jiu Jitsu Academy	SC	https://www.houznjiujitsu.academy
Huard's Ju-Jitsu & Karate	ME	https://huardsmartialarts.com
Humboldt Jiu Jitsu	CA	https://humboldtjiujitsu.com/
Hybrid Jiujitsu	NV	https://hybridjiujitsulv.com
IJC Martial Arts	NY	https://ijcnyc.com
Ice Dragon Academy	ND	https://icedragonacademy.com
Icon Combat	NB	https://iconcombat.com
Idahome Jiu-Jitsu	ID	https://idahomejiujitsu.com
Igor Gracie Jiu Jitsu Academy	NY	https://igorgraciejiujitsu.com
Immortal MMA	KS	https://www.immortalmmawichita.com
Impact Jiu Jitsu Albuquerque	NM	https://impactjjabq.com
Impact Jiu Jitsu Clackamas	OR	https://www.impactjj.com/
Impact Jiu Jitsu HQ Beaverton	OR	https://www.impactjj.com/
Impact Jiu Jitsu Hillsboro	OR	https://impacthillsboro.com/
Impact Jiu Jitsu Hood River	OR	https://www.impacthoodriver.com/
Impact Jiu Jitsu Newberg	OR	https://www.impactnewberg.com/
Impact Jiu Jitsu Salem (Lancaster)	OR	https://courthousefit.com/impact-jiu-jitsu/
Impact Martial Arts Academy	VA	https://www.impact-athletes.com/
Imperial Training Center	MN	https://imperialtrainingcenter.com
InFighting Training Centres	BC	https://www.infighting.ca
Independent MMA & Fitness - Villa Rica	GA	https://villarica.independentmmafitness.com/
Independent MMA & Fitness of Newnan	GA	https://independentmmafitness-newnan.com/
Industrial Strength Gym BJJ (Impact JJ)	OR	https://industrialstrengthgym.com/brazilian-jiu-jitsu/
Inferno Martial Arts Bella Vista	AR	https://myinfernofitness.com
Inferno Martial Arts Rogers	AR	https://myinfernofitness.com
Inferno Martial Arts Siloam Springs	AR	https://myinfernofitness.com/
Inferno Martial Arts Springdale	AR	https://myinfernofitness.com
Infinite Jiu-Jitsu Phoenix	AZ	https://www.infinitearizona.com/
Infinitum Jiu Jitsu Academy - PSBJJ Lake Conroe	TX	https://infinitumjiujitsuconroe.com/contact
Infinity BJJ Utah	UT	https://infinitybjjutah.com
Infinity Gracie Brazilian Jiu Jitsu	NH	https://www.gracieuppervalley.com
Inner Game Jiu-Jitsu	LA	https://www.innergamebjj.com
Innovative Martial Arts & Fitness	MB	https://winnipegmartialarts.ca
Insight BJJ Somerset KY	KY	https://www.insightbjj-ky.com/
Institut Impact Élite Martial	QC	https://institutimpactelitemartial.com
Institute of Combat	CA	https://www.instituteofcombat.com/
Insurgent Fitness	AZ	https://insurgent.fitness/
Integrity Martial Arts	NS	https://www.integritymartialarts.ca
Integrity Martial Arts Moore	OK	https://integrityma.ninja
International Training Center of New York	NY	https://itcnewyork.com/
Inverted Gear Academy	PA	https://invertedgearacademy.com/
Invictus Brazilian Jiu Jitsu and Muay Thai Academy	NM	https://www.invictusmartialarts.com
Iowa City BJJ	IA	https://iowacitybjj.com
Iowa Top Team Boxing & Jiu-Jitsu	IA	https://www.iowatopteam.com
Iron & Soul	OH	https://ironsouljiujitsu.com/
Iron Academy Martial Arts	MN	https://ironacademymartialarts.com
Iron Forge Fight and Fitness	BC	https://ironforge.ca
Iron Image Barbell Club	MB	https://www.ironimage.ca
Iron Roots Brazilian Jiu Jitsu	CO	https://ironrootsbjj.com
Iron Wolf Academy	GA	https://www.ironwolfacademy.org/
Irongrip Jiu Jitsu	NC	https://irongripjiujitsu.com/
Ironside Martial Arts	TX	https://doublefivemidcities.com/
Ironside Martial Arts St. Albert	AB	https://ironsidemartialarts.ca
Isanti Grappling Club	MN	https://isantigrapplingclub.com
Island Jiu Jitsu West	HI	https://www.islandjiujitsuwest.com
Island Jiu-Jitsu	HI	https://www.islandjiujitsu.com
Isshindo Martial Arts	BC	https://isshindomartialarts.com
Ithaca BJJ	NY	https://www.ithacabjjschool.com/
J-Crew Jiu-Jitsu	UT	https://jcrewbjj.com
JM Modern Jiu Jitsu	LA	https://www.jmmodernjj.com
JT6 Academy	ON	https://jt6.ca
Jacaré Brazilian Jiu-Jitsu	FL	https://jacaremartialarts.com/
Jackson Academy Martial Art Fitness	OK	https://www.jackson-academy.com/
Jackson Hole MMA	WY	https://jacksonholemma.com
Jake MacKenzie School of Jiu Jitsu	NS	https://jakemackenziebjj.com
James Shook Brazilian Jiu-Jitsu	GA	https://tier1jiujitsu.com/
Jason Foley Martial Arts	NL	https://www.jasonfoleyma.com
Javier Vazquez Jiu Jitsu Rancho / BJJ Rancho Cucamonga CA 91730	CA	https://www.jiujitsuranchocucamonga.com/
Jay Pages Jiu-Jitsu & MMA	AZ	https://jaypagesjjmma.com/
Jean Jacques Machado Fresno	CA	https://jjmachadofresno.com/
Jefferson City Judo Club & Jujitsu	MO	https://jeffersoncityjudoclub.com/
Jesse Jacquez Brazilian Jiu-Jitsu Santa Fe	NM	https://jessejacquezbjj.com
Jesse Jacquez Brazilian Jiu-Jitsu Taos	NM	https://jessejacquezbjj.com
Jinsendo Martial Arts	GA	https://www.jinsendo.com/
Jit Pit Academy	CO	https://jitpit.com/
Jiu Jitsu & Muay Thai - Carlson Gracie Tucson	AZ	https://carlsongracietucson.com/
Jiu Jitsu Tech Mix martial arts and fitness	TX	https://www.jiujitsutech.com/
Jiu Livre NYC	NY	https://jiulivre.com/
Jiu-Jitsu 100 Academy	ID	https://jiujitsu100.com
Jiu-Jitsu For Life Airdrie	AB	https://jiujitsuforlifeairdrie.com
Jiu-Jitsu Methods	NV	https://jiujitsumethodslv.com/
Jiu-Jitsu Saguenay	QC	https://bjjsaguenay.com
Jiu-Jitsu Unlimited	IA	https://jjxkbultd.com
Jiujitsu Culture	ON	https://jiujitsuculture.ca
Jkd NYC	NY	https://jkdnyc.com
Jobu Shin Kan	CA	https://jobushinkan.weebly.com/instructor.html
John Machado Brazilian Jiu-Jitsu	TX	https://johnmachadobjj.com/
Jon Calestine BJJ	NY	https://calestinejj.com/
Jonesboro Grappling Association	AR	https://jonesborograpplingassociation.com/
Joplin BJJ	MO	https://joplinbjj.com
Jorge Gurgel Martial Arts Center West Chester	OH	https://jgmma.com/
Joslin's MMA	ON	https://joslinsmma.com
Julio Juarez Brazilian Jiu-Jitsu	CA	https://www.jjbjjsc.com/
Junction Academy	ON	https://www.junctionacademy.ca
Jungle Gym Martial Arts	NY	https://junglegymnewroc.com/
Junglefowl Brazilian Jiu Jitsu	NB	https://junglefowlbjj.ca
Just Train	RI	https://justtrainri.com
K-Team Martial Arts	HI	https://k-team-martial-arts.com
KC Jones Martial Arts	MS	https://www.kcjonesmartialarts.com
KENSEI MMA	AB	https://www.kensei.ca/
Kaboom Brazilian Jiu-Jitsu	BC	https://kaboombjj.com
Kaiser Jiu Jitsu	BC	https://www.kaiserjiujitsu.com
Kaizen MMA Ashburn	VA	https://kzmma.com/
Kaizen Martial Arts and Health Club	BC	https://kaizenjhc.ca
Kajan Johnson MMA	BC	https://kajanjohnsonmma.com
Kamikaze Punishment Foundation	AB	https://www.kpfit.ca
Kansept Academy	HI	https://kanseptacademy.com
Karma Jiu Jitsu	ON	https://karmajiujitsu.com
Kassebaum's Martial Arts	NE	https://nebraskakma.com
Katharo Training Center - Jiu-Jitsu and Fitness	CO	https://katharotrainingcenter.com
Kato Jiujitsu	MN	https://katojiujitsu.com
Kawartha Combat	ON	https://kawarthacombat.com
Kazoku BJJ	AB	https://kazokubjj.ca/
Kearney Combat Sports and Fitness	NE	https://kearneycombatsports.com
Kenny Kim BJJ	GA	https://kennykimbjj.com/
Kevin Watson Brazilian Jiu-Jitsu	NH	https://www.kwbjj.com
Kiefer's Martial Arts	RI	https://kiefersmartialarts.com
Kilo Delta BJJ and MMA	SC	https://www.kilodeltabjjsc.com
Kingdom Jiu Jitsu	VT	https://sites.google.com/view/kingdomjiujitsu/home
Kingdom Jiu Jitsu Academy	NM	https://kingdombjj.com
Kings Jiu Jitsu	NM	https://www.kingsjiujitsucruces.com
Kingsway Jiu-Jitsu	TX	https://kingswayjiujitsu.com
Kioto BJJ Southwest	AZ	https://kiotobjjsouthwest.com/
Kioto Brazilian Jiu-Jitsu Chattanooga	TN	https://www.kiotobjjchattanooga.com
Knots Jiu Jitsu	NB	https://knotsjj.ca
Knoxville Martial Arts Academy	TN	https://knoxmma.com
Knuckle Up Martial Arts	FL	https://martialartsjacksonvillefl.com/
Kobukai Jujitsu - South Windsor	CT	https://www.ctjujitsu.com/
Kobukan Martial Arts Academy	VA	https://kmadojo.org/
Kombat Arts Training Academy	ON	https://kombatarts.com
Kombat Brazilian Jiu-Jitsu	NJ	https://kombatjits.com/
Kore Brazilian Jiu-Jitsu NWA	AR	https://www.facebook.com/koreBJJNWA/
Kraken Brazilian Jiu-Jitsu & Fitness	CO	https://bjjkraken.com
Kraken Jiu Jitsu BJJ & Self-Defense	MI	https://krakenjj.com/
Kron Gracie Academy	MT	https://www.facebook.com/KRONGRACIEACADEMY
Krystek School of Judo, BJJ, Self Defense and Fitness	NY	https://krystekjudo.com
Kudos	OK	https://www.facebook.com/p/Kudos-Jiujitsu-100063489492758/
Kurt Pellegrino MMA	NJ	https://www.pellegrinomma.com/
Kuzushi Fight Club	QC	https://www.saintjeromebjj.com
Kuzushi Grappling	BC	https://kuzushigrappling.com
Kyle Fogel Brazilian Jiu Jitsu	GA	https://sugarhillbjj.com/
LCCT Brazilian Jiu Jitsu	IL	https://www.lcctbjjusa.com/locations
LV Jiu-Jitsu	QC	https://lvbjj.ca
Lake Area Brazilian Jiu-Jitsu	LA	https://www.facebook.com/LABJJ/
Lake Area Gracie Jiu-jitsu	MO	https://www.lakeareabjj.com/
Lake Effect Martial Arts	NY	https://lakeeffectbjj.com
Lake Powell Jiu-Jitsu	AZ	https://www.lpbjjaz.com/
Lakewood Martial Arts	CO	https://peakmartialartsdenver.com/
Lapel Arts	BC	https://www.lapelarts.ca
Laselva MMA	KS	https://laselvamma.com
Leading Edge MMA	ON	https://leadingedgemma.ca
Legacy Brazilian Jiu Jitsu	TX	https://www.legacy-bjj.com/
Legacy Brazilian Jiu Jitsu Academy	BC	https://www.legacybjjacademy.com
Legacy Fight Club	ON	https://legacyfightclub.com
Legacy Jiu Jitsu	AK	https://www.legacyjiujitsuak.com/
Legion AJJ	CA	https://legionsandiego.com
Leonardo Delgado Jiu-Jitsu Academy	MS	https://selfdefensedibervillems.com
Les Mauvais Compagnons	QC	https://lesmauvaiscompagnons.com
Leverage BJJ NH	NH	https://www.leveragebjjnh.com
Leverage Jiu Jitsu Colorado	CO	https://leveragejiujitsuco.com
Leviathan Academy Brazilian Jiu-Jitsu	TN	https://www.leviathanacademy.com
Lexington Academy of Martial Arts - LAMA	KY	https://www.facebook.com/Lexington-Academy-of-Martial-Arts-LAMA-112562654001820/
Lexington Jiu-Jitsu & Fitness	KY	https://lexingtonjiujitsuandfitness.com
Liberdade Brazilian Jiu-Jitsu	TN	https://www.liberdadebjj.com
Life's Ultimate Martial Arts Academy	KY	https://www.lumaacademy.net/
Limitless BJJ Cincinnati	OH	https://limitlessbjj.com
Limitless BJJ Edmonton	AB	https://limitlessbjjedmonton.com
Limitless Pride Martial Arts and Fitness Center	NH	https://www.limitlesspridemartialarts.com
Lincoln Brazilian Jiu-Jitsu Center - College View	NE	https://lincolnbjj.com
Lincoln Brazilian Jiu-Jitsu Center - Havelock	NE	https://lincolnbjjnorth.com
Lincoln Jiu Jitsu Academy	CA	https://lincolnjiujitsuacademy.com/
Lions BJJ Kauai	HI	https://kauaibjj.com
Lions MMA	BC	https://www.lionsmma.ca
Living Art Brazilian Jiu Jitsu	IL	https://livingartbjj.com/
Livingston Jiu-Jitsu	MT	https://www.facebook.com/livingstonjiujitsu
LockDown BJJ	NY	https://lockdownbjj.com
Logic Jiu Jitsu	CA	https://logicbjj.com
Lohaki Jiu Jitsu	CA	https://www.lokahijiujitsu.com/
Lokahi Jiu-Jitsu Collective	NE	https://www.lokahiomaha.com
Long Beach Jiu Jitsu	NY	https://lbnyjj.com
LongShot MMA	CA	https://longshotmma.weebly.com/
Lost Boys Jiu-Jitsu & Muay Thai	CA	https://www.lostboysbjj.com/#!location/c2q4
Louisiana Black Belt Academy	LA	https://morgancitymartialarts.com/
Louisiana Judo. Louisiana Muay Thai	LA	https://www.louisianajudo.com/
Lovato’s School Of Brazilian Jiu-Jitsu and MMA	OK	okbjj.com
Lubbock Jiu Jitsu Academy	TX	https://www.lubbockjiujitsuacademy.com
Lucas Lepri Brazilian Jiu-Jitsu Knoxville	TN	https://lepribjjknoxville.com
Lucas Lepri Jiu Jitsu Academy Fort Mill	SC	https://lepribjj.com
Lucas Martial Arts	OK	https://www.facebook.com/LucasMartialArts/
Lucero Jiu-Jitsu Academy	AZ	https://www.lucerobjj.com/
Ludus Martial Arts LLC	FL	https://www.ludusmartialarts.com/
M-Theory Martial Arts	MN	https://mtheorymartialarts.com
M3 Karate	AZ	https://m3martialarts.com/what-m3-martial-arts-in-gilbert-offers/#jiujitsu
MADE Fitness and Training Center	KY	https://www.madelouisville.com/
MAS Academy of Martial Arts	ON	https://masthaiboxing.com
META BJJ Windsor	ON	https://metabjj.ca
MKG Martial Arts	MI	https://www.boomboxdet.com/
MKG Martial Arts Minneapolis	MN	https://www.mnkali.com
MN Brazilian Jiu Jitsu Academy	ON	https://mnbjj.ca
MONTGOMERY MARTIAL ARTS	AL	https://montgomerymartialartsonline.com/
MPower Gym LLC	OH	https://www.mpowergymllc.com/
MTA Republic	MO	https://www.facebook.com/MTA-RepublicGillespies-Academy-of-Martial-Arts-229743763757836/
MXT BJJ	NB	https://www.mxtbjj.com
Mad Tiger Academy	HI	https://www.madtigerbjj.com
Magnus Mixed Martial Arts	AZ	https://magnusmma.com/
Main Quest BJJ	AB	https://mainquestbjj.com
Manimal Athletics Training Center	NS	https://www.facebook.com/ManimalTraining
Mano Jiu Jitsu	HI	https://www.manojiujitsu.com
Maracaba BJJ	AZ	https://maracabajiujitsu.com/
Marangoni BJJ	UT	https://bjjsaltlake.com
Marathon Mixed Martial Arts Academy	KS	https://overlandparkmma.com
Marcellini’s Martial Arts Academy	CA	http://www.mmaa.us/
Marcelo Garcia Academy	NY	https://www.marcelogarciajj.com/
Marcelo Garcia Jiu-Jitsu of Dallas	TX	https://www.marcelogarciadallas.com
Marcio Andre Brazilian Jiu-Jitsu Academy	AZ	https://marcioandrejiujitsu.com/
Marcio Cruz BJJ	FL	https://marciocruzbjj.com/
Marcus Aurelio Jiu Jitsu Academy	FL	https://aureliobjj.com/
Marcus Soares Brazilian Jiu-Jitsu	BC	https://marcussoares.com
Marcus Soares Brazilian Jiu-Jitsu Langley	BC	https://marcussoares.com/locations/langley
Marcus Soares Brazilian Jiu-Jitsu Maple Ridge	BC	https://marcussoares.com/locations/maple-ridge
Maritime Jiu-Jitsu	NS	https://www.maritimejiujitsu.ca
Mark44 Martial Arts Academy	MN	https://www.mark44mma.com
Markle Brazilian Jiu-Jitsu	TX	https://www.marklebjj.com
Marlon Colorado BJJ NYC	NY	https://www.marloncoloradobjjnyc.com/
Marmac Athletics	NS	https://www.facebook.com/marmacathletics
Martial Arts Advantage South Tampa	FL	https://martialartsadvantage.com/south-tampa-adult-brazilian-jiu-jitsu-classes-martial-arts-advantage/
Martial Arts Nation Lake Nona BJJ	FL	https://manationlakenona.com
Martial Arts USA (Fayette Mall Location)	KY	https://www.martialartslexington.com/contact-us
Martial Arts and More of Wilmington (Team JBM BJJ)	NC	https://martialartswilmingtonnc.com/
Martial Arts of NC	NC	https://martialartsofnc.com/
Martial Way MMA	NJ	https://martialwaymma.com/
Martial Way Self-Defense Center	VT	https://martialwayvt.com
Master Haydar's Black Belt Academy	AZ	https://masterhaydar.com/
Masters Martial Arts School	HI	https://mastersmartialartsschool.com
Matakas Jiu Jitsu	NJ	https://www.matakasbjj.com
Matrix Martial Arts	CO	https://www.matrixcastlerock.com
Maui Grappling Academy	HI	https://mauigrapplingacademy.com
Maui Jiu-Jitsu Academy	HI	https://mauijiujitsu.com
Maui Kombat Academy	HI	https://www.mauikombatacademy.com
Maverick Training Center	AL	https://mavericktraining.net/
Maximum Training Centre	ON	https://mtcwindsor.ca
May River BJJ	SC	https://www.mayriverbjj.com
McGinnis Academy of Martial Arts	NC	https://www.mcginnisacademyofmartialarts.com/
Megalodon MMA	GA	https://www.megalodongym.com/
Megaton Brazilian Jiu-Jitsu Academy	AZ	https://megatonjiujitsu.com/
Megaton Gallup Jiu-Jitsu	NM	https://gallupjiujitsu.com
Memphis Judo & Jiu-Jitsu	TN	https://www.memphisbjj.com
Mendo Training Center	CA	https://www.mendomma.com/mendommacom
Merced Academy of Jiu Jitsu	CA	https://www.facebook.com/mercedacademyofjiujitsu/
Meta Martial Arts	AR	https://meta-ma.com/
Michael Foley's Academy of Martial Arts	NL	https://michaelfoley.ca
Michigan Top Team	MI	https://michigantopteam.com
Mid America Martial Arts	NE	https://midamericamartialarts.com
Mid City Martial Arts & Fitness Academy	LA	https://www.midcitymma.com
Middlebury American Jiu Jitsu Academy	VT	https://mbjiujitsu.com
Midland BJJ Texas	TX	https://midlandbjj.com/
Midwest Martial Arts Academy	SD	https://midwestmartialartssf.com
Migration BJJ	MN	https://migrationbjj.com
Mike Burlaka's Brazilian Jiu Jitsu @Hard Knocks Gym	AZ	https://www.facebook.com/MikeBurlakaBJJ/
Mile High Gracie Jiu-Jitsu	CO	https://www.milehighgraciejiujitsu.com
Miller Martial Arts (American Top Team Warner Robins)	GA	https://millermartialarts.us
Minnesota Top Team	MN	https://minnesotatopteam.com
Miori Martial Arts	NY	https://www.miorimartialarts.com/
Misfits Grappling Club	SD	https://www.misfitsgrapplingclub.com
Mission Athletics	IA	https://www.missionathletics.com
Mission Brazilian Jiu Jitsu	BC	https://www.missionbjj.ca
Mission First Jiu-Jitsu	RI	https://www.missionfirstbjj.com
Mississauga Jiu Jitsu	ON	https://mississaugajiujitsu.com
Modern Martial Arts NYC	NY	https://www.mmanewyorkcity.com/
Modern Martial Arts NYC Upper Eastside	NY	https://www.mmanewyorkcity.com/locations/upper-eastside
Molinaro Jiu-Jitsu	IL	https://molinarojiujitsu.com
Momentum Martial Arts	NV	https://mmarenonv.com/
Monster Brazilian Jiu Jitsu	OH	https://monsterbjj.com/contact-us/
Montana Mixed Martial Arts	MT	https://www.facebook.com/montanamma
Montgomery Brazilian Jiu-Jitsu	NJ	https://www.montgomerybjj.com/
Moreno BJJ	NC	https://morenobjj.com/
Mori Training Center	UT	https://mori-jiu-jitsu.com
Morumbi Jiu Jitsu & Fitness Academy - Ventura	CA	https://www.morumbijiujitsuacademy.com/
Motion City	MN	https://motioncitybjj.com
