verdict	name	region	record_city	url	note	src
OK	Proving Grounds Jiu Jitsu & MMA	MI	Shelby Township	https://provinggroundsjj.com/	Shelby Township MI BJJ, address matches listing	verdict-id-13.tsv
OK	Prowess Brazilian Jiu-Jitsu	OK	Okmulgee	https://www.prowessgym.com/	Okmulgee OK gym with BJJ, different address	verdict-id-13.tsv
OK	Pure Martial Arts and Fitness	BC	Campbell River	https://puremartialarts.ca	Campbell River BC, BJJ and grappling, matches	verdict-id-13.tsv
OK	Pursuit Jiu Jitsu	MS	Brookhaven	https://www.pursuitjj.com	Brookhaven MS BJJ, address matches listing exactly	verdict-id-13.tsv
OK	Quantum Jiu Jitsu	NB	Moncton	https://www.quantumjj.com	Moncton NB BJJ, 175 Barker St	verdict-id-13.tsv
OK	R.E. Training Center	KS	Topeka	https://roneyedlerbrazilianjiujitsu.com	Topeka KS BJJ, address matches listing exactly	verdict-id-13.tsv
OK	REFUGE BJJ	AZ	Phoenix	https://refugebjj.com/	Phoenix AZ BJJ, 711 E Carefree	verdict-id-13.tsv
OK	RISE Athletics	MB	Winkler	https://www.riseactive.ca	Winkler MB gym, BJJ classes, address matches	verdict-id-13.tsv
OK	ROCKET CITY REVOLUTION BJJ	AL	Madison	https://www.rcrbjj.com/	Madison AL BJJ, 97 Hughes Rd	verdict-id-13.tsv
OK	RS MMA and Fitness	KS	Junction City	https://rsmartialarts.com	Junction City KS BJJ, address matches listing	verdict-id-13.tsv
OK	Raiz Brazilian Jiu-Jitsu	CA	Eureka	https://www.raizbjj.net/	Eureka CA BJJ, 212 G Street	verdict-id-13.tsv
OK	Ranieri Paiva Jiu-Jitsu Academy	GA	Atlanta	https://www.atlbjj.com/	Now Tribe BJJ, Marietta GA, Atlanta metro	verdict-id-13.tsv
OK	Rankin Jiu-Jitsu Academy	MS	Brandon	https://rankinjiujitsu.com	Brandon MS BJJ, address matches listing exactly	verdict-id-13.tsv
OK	Rare Breed Mixed Martial Arts	NJ	Bloomfield	https://www.rarebreedmma.com/	Bloomfield NJ MMA and BJJ, address matches	verdict-id-13.tsv
OK	Reaction MMA	KY	Nicholasville	https://www.reactionmma.com	Nicholasville KY BJJ and MMA, address given	verdict-id-13.tsv
OK	Real Deal Martial Arts	AR	Hot Springs	https://realdealmartialarts.com	Hot Springs AR, jiu-jitsu and wrestling, matches	verdict-id-13.tsv
OK	Recreate Fitness	OR	Portland	https://recreatefitness.com/	Portland OR jiu jitsu, address matches listing	verdict-id-13.tsv
OK	Red Fox Brazilian Jiu-Jitsu	SC	Hartsville	https://redfoxbjj.com	Hartsville SC BJJ, address matches listing exactly	verdict-id-13.tsv
OK	Red Hawk Academy	AZ	Peoria	https://www.redhawkacademyaz.com/	Peoria AZ MMA and BJJ, W Peoria	verdict-id-13.tsv
OK	Red Lodge Grindhouse Jiu Jitsu	MT	Red Lodge	https://redlodgegrindhouse.com	Red Lodge MT jiu jitsu and wrestling	verdict-id-13.tsv
OK	Red River BJJ	TX	Wichita Falls	https://redriverbjj.com	Wichita Falls TX BJJ academy, no address	verdict-id-13.tsv
OK	Red Tiger Martial Arts	BC	Surrey	https://www.redtigersurrey.com	Surrey BC, gi/no-gi jiu jitsu, address matches	verdict-id-13.tsv
OK	Regina BJJ	SK	Regina	https://reginabjj.com	Regina SK BJJ, 655 Henderson Drive	verdict-id-13.tsv
OK	Reign Jiu Jitsu	TX	Katy	https://reignbjj.com	Katy TX BJJ, 1648A S Mason	verdict-id-13.tsv
OK	Relentless Mixed Martial Arts	MS	Columbus	https://relentless-mma.com	Columbus MS BJJ and MMA, address matches	verdict-id-13.tsv
OK	Relson Gracie Jiu-Jitsu Ronn Shiraki Academy	HI	Honolulu	https://www.ronnshiraki.com	Honolulu HI BJJ, address matches listing exactly	verdict-id-13.tsv
OK	Relson Gracie Jiu-Jitsu Team HK	HI	Honolulu	https://www.graciehonolulu.com	Honolulu HI BJJ, S King Street matches	verdict-id-13.tsv
OK	Renaissance Academy of Martial Arts	VA	Lynchburg	https://ramarts.com/	Lynchburg VA, BJJ and wrestling, address matches	verdict-id-13.tsv
OK	Renzo Gracie	TX	Corpus Christi	https://renzograciecorpuschristi.com/	Corpus Christi TX BJJ, Yorktown Blvd matches	verdict-id-13.tsv
OK	Renzo Gracie Academy Florida	FL	Sunrise	https://renzogracieflorida.com/	Sunrise FL, 1091 Shotgun Road matches	verdict-id-13.tsv
OK	Renzo Gracie Brazilian Jiu Jitsu Morgantown	WV	Morgantown	https://renzograciemorgantown.com	Morgantown WV BJJ, address matches listing exactly	verdict-id-13.tsv
OK	Renzo Gracie Denville	NJ	Denville	https://renzograciedenville.com	Denville NJ BJJ, 56 Broadway	verdict-id-13.tsv
OK	Renzo Gracie Des Moines	IA	Des Moines	https://renzograciedesmoines.com	Des Moines IA BJJ, address matches listing exactly	verdict-id-13.tsv
OK	Renzo Gracie Fort Lauderdale	FL	Fort Lauderdale	https://renzogracieftl.com/	Fort Lauderdale FL BJJ, 535 NE 13th	verdict-id-13.tsv
OK	Renzo Gracie Fort Lee / TEO BJJ	NJ	Fort Lee	https://teobjj.com	Fort Lee NJ BJJ and judo, address	verdict-id-13.tsv
OK	Renzo Gracie Jiu Jitsu DFW	TX	Hurst	https://renzograciejiujitsudfw.com	Hurst TX BJJ, 420 Grapevine Hwy	verdict-id-13.tsv
OK	Renzo Gracie Jiu Jitsu Portland	OR	Portland	https://www.renzogracieportland.com/contact/	Portland OR BJJ, 833 N Shaver	verdict-id-13.tsv
OK	Renzo Gracie Latham	NY	Latham	https://renzogracielatham.com/	Latham NY BJJ, 836 Loudon Rd	verdict-id-13.tsv
OK	Renzo Gracie Martinsburg	WV	Martinsburg	https://www.renzograciemartinsburg.com	Martinsburg WV BJJ, address matches listing exactly	verdict-id-13.tsv
OK	Renzo Gracie NH Exeter	NH	Exeter	https://renzogracienh.org	Exeter NH location listed, address matches listing	verdict-id-13.tsv
OK	Renzo Gracie NH Manchester	NH	Manchester	https://renzogracienh.org	Manchester NH location listed, address matches listing	verdict-id-13.tsv
OK	Renzo Gracie NH Windham	NH	Windham	https://renzogracienh.org	Windham NH location listed, address matches listing	verdict-id-13.tsv
OK	Renzo Gracie Naples	FL	Naples	https://renzogracienaples.com	Naples FL BJJ, 4221 Tamiami Trail	verdict-id-13.tsv
OK	Renzo Gracie Nashville	TN	Brentwood	https://renzogracienashville.com	Brentwood TN location, 5105 Maryland Way	verdict-id-13.tsv
OK	Renzo Gracie Newark	NJ	Newark	https://www.renzogracienj.com	Newark NJ BJJ, 172 McWhorter Street	verdict-id-13.tsv
OK	Renzo Gracie Niagara	ON	St. Catharines	https://renzogracieniagara.com	St Catharines ON BJJ, address matches listing exactly	verdict-id-13.tsv
OK	Renzo Gracie Northern Valley	NJ	Northvale	https://nvbjj.com	Northvale NJ BJJ, 240 Pegasus Ave	verdict-id-13.tsv
OK	Renzo Gracie Orlando	FL	Orlando	https://orlandojiujitsu.com/	Orlando FL BJJ, address matches listing exactly	verdict-id-13.tsv
OK	Renzo Gracie Pasadena	CA	Pasadena	https://www.renzograciepasadena.com/	Pasadena CA BJJ, address matches listing exactly	verdict-id-13.tsv
OK	Renzo Gracie Round Rock	TX	Round Rock	https://renzogracieroundrock.com/	Round Rock TX BJJ, 2051 Gattis School	verdict-id-13.tsv
OK	Renzo Gracie Staten Island	NY	Staten Island	https://sinybjj.com	Staten Island NY BJJ, address matches listing exactly	verdict-id-13.tsv
OK	Renzo Gracie Utah	UT	Kaysville	https://renzogracieutah.com	Kaysville UT BJJ, address matches listing exactly	verdict-id-13.tsv
OK	Renzo Gracie of Lake Worth	FL	Lake Worth	https://renzogracielakeworth.com/	Lake Worth FL BJJ, 6752 Lantana Rd	verdict-id-13.tsv
OK	Republic BJJ	NL	St. John's	https://www.republicbjj.com	St John's NL BJJ, Crosbie Road location	verdict-id-13.tsv
OK	Resilience Brazilian Jiu Jitsu	AB	Medicine Hat	https://www.rbjj.ca	Medicine Hat AB BJJ, address matches listing exactly	verdict-id-13.tsv
OK	Resilience Martial Arts	MN	Lakeville	https://www.resilience-ma.com	Lakeville MN Gracie jiu-jitsu, address matches listing	verdict-id-13.tsv
OK	Resolve Martial Arts Academy Orillia	ON	Orillia	https://resolvemartialartsorillia.com	Orillia ON BJJ, address matches listing exactly	verdict-id-13.tsv
OK	Restigouche Dojo	NB	Campbellton	https://restigouchedojo.com	Campbellton NB judo and BJJ, Salmon Blvd	verdict-id-13.tsv
OK	Revelation Martial Arts	MB	Steinbach	https://www.revelationmartialarts.com	Steinbach MB BJJ and judo, no street address	verdict-id-13.tsv
OK	Revelations Brazilian Jiu-Jitsu	WV	Inwood	https://revelationsbjj.wordpress.com	Inwood WV BJJ, address matches listing exactly	verdict-id-13.tsv
OK	Revive BJJ	MO	St Charles	https://www.revivebjj.com/	Site address is St Peters MO, adjacent	verdict-id-13.tsv
OK	Revive Jiu Jitsu - Mesa BJJ	AZ	Mesa	https://bjjmesa.com/	East Mesa AZ BJJ, S Signal Butte	verdict-id-13.tsv
OK	Revolution BJJ	AK	Fairbanks	https://revolutionalaska.com/	Fairbanks AK BJJ and judo, Airport Way	verdict-id-13.tsv
OK	Revolution Combat & Fitness	AR	Benton	https://revolutionmma.com	Benton AR BJJ, different street address listed	verdict-id-13.tsv
OK	Revolution Martial Arts and Performance Fitness	SC	Inman	https://revolution-martialarts.com	Inman SC BJJ and wrestling, address matches	verdict-id-13.tsv
OK	Ricardo Almeida BJJ Academy	NJ	Hamilton	https://ricardoalmeida.com	BJJ academy, site names Robbinsville NJ nearby	verdict-id-13.tsv
OK	Ricardo Cavalcanti Brazilian Jiu-Jitsu - RI	RI	North Providence	https://rcbjjri.com	North Providence RI BJJ, address matches listing	verdict-id-13.tsv
OK	Rice brothers Brazilian Jiu Jitsu	CA	Redding	https://ricebrosacademy.com/?fbPAAaank9WRQJ0f5XUCD7nDCT9_YZ7N0FpkVqn-3QxgLos6phsskIp9UrbXTyc_aem_AcxKEC-ea23ShVOKT-p_9ivUHO3QEvIy3wh3A7nmMpplQlDh7ddgoeBgtEJrB7mEiho	BJJ academy, 1436 Eureka Way Redding CA	verdict-id-14.tsv
OK	Richardson Jiu Jitsu	AL	Prattville	https://www.richardsonjj.com/	BJJ, 2257 Cobbs Ford Rd Prattville AL	verdict-id-14.tsv
OK	Richmond Hill Jiu-Jitsu	ON	Richmond Hill	https://rh-bjj.com	BJJ, 132 King Rd Richmond Hill ON	verdict-id-14.tsv
OK	Rilion Gracie Greenville	SC	Greer	https://riliongraciegreenville.com	BJJ, 600 N Main St Greer SC	verdict-id-14.tsv
OK	Rilion Gracie Katy	TX	Katy	https://www.riliongraciekaty.com	BJJ, 962 S Fry Rd Katy TX	verdict-id-14.tsv
OK	Rio Jitsu	MN	Apple Valley	https://riojitsu.com	BJJ and Judo, Apple Valley MN	verdict-id-14.tsv
OK	Rise Up BJJ	GA	Kennesaw	https://www.riseupbjj.com/	BJJ, Bells Ferry Rd Kennesaw GA	verdict-id-14.tsv
OK	Rising Sun Brazilian Jiu Jitsu Academy	NJ	Ridgefield Park	https://www.risingsunacademy.com	BJJ and MMA, Ridgefield Park NJ	verdict-id-14.tsv
OK	Rival Jiu-Jitsu	NJ	Waldwick	https://www.rivalbjj.com/	BJJ, 4 North St Waldwick NJ	verdict-id-14.tsv
OK	Rocky Mount BJJ	NC	Rocky Mount	https://rockymountbjj.com	Gustavo Machado BJJ, Rocky Mount NC	verdict-id-14.tsv
OK	Rodrigo Cardoso Brazilian Jiu-Jitsu Academy	CA	Vacaville	https://atlasbjj.com/	Rebranded Atlas BJJ, Vacaville CA	verdict-id-14.tsv
OK	Rolling Panda Brazilian Jiu Jitsu	GA	Hiram	https://www.rollingpandabjj.com	BJJ; site says Dallas GA nearby	verdict-id-14.tsv
OK	Rolls Jiu Jitsu	ME	Ellsworth	https://rollsjiujitsumaine.com	BJJ, 249 Bucksport Rd Ellsworth ME	verdict-id-14.tsv
OK	Rough Hands BJJ	KY	Louisville	https://roughhandsbjj.com	BJJ, 3048 Bardstown Rd Louisville KY	verdict-id-14.tsv
OK	Route 66 Jiu Jitsu	AZ	Williams	https://route66jiujitsu.com/	BJJ, 106 N 4th St Williams AZ	verdict-id-14.tsv
OK	Royal City BJJ	ON	Guelph	https://royalcitybjj.com	BJJ, 20 Cowan Place Guelph ON	verdict-id-14.tsv
OK	Royce Gracie Academy Mount Pleasant	SC	Mount Pleasant	https://roycegraciemp.com	BJJ and Muay Thai, Mount Pleasant SC	verdict-id-14.tsv
OK	Royce Gracie Jiu Jitsu Academy of Raleigh	NC	Raleigh	https://roycegracienc.com/	BJJ, 3647 Trust Drive Raleigh NC	verdict-id-14.tsv
OK	Royce Gracie Jiu Jitsu Cary	NC	Cary	https://roycegraciecary.com/	BJJ, 325 Sembler Lane Cary NC	verdict-id-14.tsv
OK	Royce Gracie Jiu-Jitsu Farmington MO	MO	Farmington	https://www.facebook.com/RoyceGracieFarmington/	Live FB, 110 W Pine Farmington MO	verdict-id-14.tsv
OK	Sanders Jiu Jitsu	NH	Rochester	https://www.sandersbjjacademy.com	BJJ, 25 Old Dover Rd Rochester NH	verdict-id-14.tsv
OK	Sas Jiu Jitsu Syracuse	NY	Syracuse	https://www.sasteamsyracuse.com	BJJ, 3507B James St Syracuse NY	verdict-id-14.tsv
OK	Satori Brazilian Jiu Jitsu Academy LLC	AZ	Phoenix	https://satoribjjacademy.com/	Live BJJ academy site, Phoenix AZ	verdict-id-14.tsv
OK	Satori MMA	TX	Victoria	https://satorimma.com/	MMA with grappling, Victoria TX	verdict-id-14.tsv
OK	Schell Shock BJJ Martial Arts	NC	Fuquay-Varina	https://www.schellshockbjj.com/	BJJ, 6109 NC-55 Fuquay-Varina NC	verdict-id-14.tsv
OK	Science of Jiu Jitsu Academy	LA	Harvey	https://scienceofjiujitsu.net	BJJ, 1821 Commercial Dr Harvey LA	verdict-id-14.tsv
OK	Scramble Brazilian Jiu Jitsu and Wrestling	GA	Rome	https://scramblebrazilianjiujitsuandwrestling.blogspot.com/	BJJ/wrestling, 216 Broad St Rome GA	verdict-id-14.tsv
WRONG_CITY	Serra BJJ Academy	NY	Levittown	https://serrabjjacademy.com/	Huntington NY; no Levittown location listed	verdict-id-14.tsv
OK	Shield Systems Academy	TN	Knoxville	https://shieldsystemsacademy.com	BJJ, 8651 Middlebrook Pike Knoxville TN	verdict-id-14.tsv
OK	Sindalu Brazilian Jiu-Jitsu Albuquerque	NM	Albuquerque	https://www.sindalubjj.com	Contact page lists 3614 High St NE	verdict-id-15.tsv
OK	Skinner's Martial Arts	KY	Grand Rivers	https://www.skinnersmartialarts.com/	Rebranded Transform Academy, Calvert City KY nearby	verdict-id-15.tsv
OK	SmartJits Brazilian Jiu Jitsu Academy	NM	Albuquerque	https://smartjits.life	8520 Pan American Fwy NE Albuquerque matches	verdict-id-15.tsv
WRONG_CITY	Snake Pit U.S.A. MMA	NJ	Galloway	https://snakepitusamma.com	Hammonton NJ, roughly eighteen miles away	verdict-id-15.tsv
OK	Soul Fighters Headquarters	AZ	Tempe	https://www.soulfightershq.com/	975 E Elliot Rd Tempe AZ	verdict-id-15.tsv
OK	South Boston BJJ	MA	Boston	https://southbostonbjj.com	Academy in Leather District, Boston MA	verdict-id-15.tsv
OK	South Mountain Brazilian Jiu Jitsu & Self Defense	AZ	Phoenix	https://southmountainjiujitsu.com/	3636 W Southern Ave Phoenix AZ	verdict-id-15.tsv
OK	Southpaw Fitness	GA	Kathleen	https://www.southpawfitness.com/	Kathleen GA gym, BJJ and judo	verdict-id-15.tsv
OK	Sparks Martial Arts Academy	VA	Ashburn	https://www.sparksmma.com/	21720 Red Rum Dr Ashburn VA matches	verdict-id-15.tsv
OK	Spartan Academy MMA	SC	Columbia	https://spartanacademymma.com	6169 Saint Andrews Rd Columbia SC matches	verdict-id-15.tsv
OK	Spartan Martial Arts	MN	Oakdale	https://spartanmartialartsgym.com	Located Oakdale MN, BJJ sambo judo	verdict-id-15.tsv
OK	Spearfish Martial Arts	SD	Spearfish	https://www.spearfishmartialarts.com	2431 E Colorado Blvd Spearfish SD matches	verdict-id-15.tsv
OK	Spectrum Jiu Jitsu	WV	Kearneysville	https://spectrumjiujitsu.com	59 Ruland Rd Kearneysville WV matches	verdict-id-15.tsv
OK	St. Paul Brazilian Jiu Jitsu Academy	MN	St. Paul	https://bjjacademymn.com	322 Chester St St. Paul MN matches	verdict-id-15.tsv
OK	Standalone MMA, Brazilian Jiu-Jitsu, Boxing, Muay Thai Kickboxing and Fitness	CA	Chico	https://www.standalonemma.com/	848 W 9th St Chico CA matches	verdict-id-15.tsv
OK	Stars and Strikes MMA	MI	Westland	https://starsandstrikesmma.com/	MMA gym in Westland MI, grappling taught	verdict-id-15.tsv
OK	Stellar Jiu Jitsu	WV	Lewisburg	https://stellarjj.com	Jiu-jitsu academy in Lewisburg WV, HQ	verdict-id-15.tsv
OK	Stoic Brazilian Jiu Jitsu	TX	Mansfield	https://www.stoicjj.com/	1910 Lone Star Rd A Mansfield TX	verdict-id-15.tsv
OK	Stonecoast Brazilian Jiu Jitsu	ME	Portland	https://stonecoastbjj.com	131 Johnson Rd Portland ME matches	verdict-id-15.tsv
OK	Straight Blast Gym Atlanta BJJ	GA	Atlanta	https://sbgatlanta.com/locations/sbg-atlanta/	1799 Briarcliff Rd NE Atlanta, Druid Hills	verdict-id-15.tsv
OK	Straight Blast Gym Kalispell	MT	Kalispell	https://sbgkalispell.com/bjj	30 4th St E Kalispell MT matches	verdict-id-15.tsv
OK	Straight Blast Gym Missoula	MT	Missoula	https://sbgmissoula.com	218 W Main St Missoula MT matches	verdict-id-15.tsv
OK	Strong Style MMA	TX	Rosenberg	https://www.strongstylemma.com/	4106 FM 723 Suite D Rosenberg TX	verdict-id-15.tsv
OK	Studio X	NY	New York	https://www.studiox.nyc/	6 St Marks Place New York NY 10003	verdict-id-15.tsv
OK	Sub Zero Brazilian Jiu Jitsu	NY	Hamburg	https://subzerobjj.com	1 Memorial Drive Hamburg NY matches	verdict-id-15.tsv
OK	Submission Arts Academy	ON	Barrie	https://submissionartsacademy.com	112 Commerce Park Dr Barrie ON matches	verdict-id-15.tsv
OK	Sudbury BJJ	ON	Sudbury	https://sudburybjj.com	790 Lasalle Blvd Greater Sudbury ON	verdict-id-15.tsv
OK	Summit Fitness Kickboxing and Jiu Jitsu	MS	Starkville	https://starkvillefitnesskickboxing.com	400 Industrial Park Rd G Starkville MS	verdict-id-15.tsv
OK	Supreme Academy ATX	TX	Austin	https://supremeacademyatx.com	Kyle TX address, Austin metro; BJJ judo	verdict-id-15.tsv
OK	Surrey Combat Sports and Performance	BC	Surrey	https://surreymma.ca	13638 Grosvenor Road Surrey BC matches	verdict-id-15.tsv
OK	Synthesis Brazilian Jiu-Jitsu	NY	Rochester	https://synthesisbjj.com	1225 Jefferson Rd Rochester NY matches	verdict-id-15.tsv
OK	System Jiu-Jitsu	ID	Meridian	https://systemjiujitsu.com	735 N Ralstin St Meridian ID matches	verdict-id-15.tsv
OK	T.O.S.S. Academy / Gracie Brazilian Jiu-Jitsu	AR	Bentonville	https://www.tossbjj.com/	2003 SW Regional Airport Blvd Bentonville AR	verdict-id-15.tsv
OK	TD Athletics	NY	Brooklyn	https://tdathletics.net	713 Snediker Avenue Brooklyn NY matches	verdict-id-15.tsv
OK	TFTC Academy Cary	NC	Cary	https://carymma.com/	6408 Tryon Rd Suite D Cary NC	verdict-id-15.tsv
OK	TRXTR Studio	HI	Kapolei	https://bjjkapolei.com	2045 Lauwiliwili St 403 Kapolei HI	verdict-id-15.tsv
OK	Tactical Combat Academy MMA - Greencastle	PA	Greencastle	https://www.tcamma.com/	120 S Antrim Way Greencastle PA matches	verdict-id-15.tsv
OK	Tbt Gym-Total Body Training	TX	McKinney	https://tbtgym.com/calendar/	McKinney TX location, BJJ and wrestling scheduled	verdict-id-15.tsv
OK	Team Carvalho Treasure Coast	FL	Fort Pierce	https://www.teamcarvalhotreasurecoast.com/	113 Orange Avenue Fort Pierce FL matches	verdict-id-15.tsv
OK	Team Casarez Jiu-Jitsu	NC	Cary	https://casarezbjj.com/	253 Grande Heights Drive Cary NC matches	verdict-id-15.tsv
OK	Team Curuma Brazilian Jiu-Jitsu Academy	NJ	Bergenfield	https://teamcuruma.com	North Bergen NJ address, roughly eight miles	verdict-id-15.tsv
OK	Team Diamond Heart	NY	Brooklyn	https://teamdiamondheart.com	67 Ingraham St Bushwick Brooklyn NY	verdict-id-15.tsv
OK	Team Hopkins Hattiesburg	MS	Hattiesburg	https://teamhopkinsjiujitsu.com	22 Commercial Warehouse Drive Hattiesburg MS matches	verdict-id-15.tsv
OK	Team Junqueira Pittsburgh	PA	Wexford	https://www.teamjunqueira.com/	Located in Wexford PA north of Pittsburgh	verdict-id-15.tsv
OK	Team Rhino Gracie Jiu-Jitsu	ID	Meridian	https://teamrhinoidaho.com	750 S Progress #125 Meridian ID	verdict-id-15.tsv
OK	Teknica MMA	FL	Miami	https://teknicajj.com/	Pinecrest FL, Miami metro suburb address	verdict-id-16.tsv
OK	Texarkana Combat Sports	AR	Texarkana	https://www.texarkanacombatsports.com/	BJJ wrestling, 4017 Jefferson Ave Texarkana AR	verdict-id-16.tsv
OK	The Chute MMA, Jiu Jitsu and Wrestling	CA	Bakersfield	https://thechutemma.com/	BJJ wrestling Bakersfield; moved to 6801 White Ln	verdict-id-16.tsv
OK	The Forge	MO	Joplin	https://www.warriorsciences.net/	MMA BJJ, 902 East 4th Joplin MO	verdict-id-16.tsv
OK	The Martial Arts Zone	NH	Manchester	https://themartialartszone.com	Gracie jiu-jitsu, 31 Auburn St Manchester NH	verdict-id-16.tsv
OK	The Sword BJJ	AK	Eagle River	https://www.theswordbjj.com/	BJJ, moved to 10950 Mausel St Eagle River	verdict-id-16.tsv
OK	Thiago Alves BJJ	UT	Riverdale	https://thiagoalvesbjj.com	BJJ, 4042 Pacific Ave Riverdale UT	verdict-id-16.tsv
OK	Thrive Academy	MB	Winnipeg	https://thriveacademy.ca	BJJ, 181 Stradbrook Ave Winnipeg MB	verdict-id-16.tsv
OK	Tidal BJJ	BC	Gibsons	https://tidalbjj.ca	BJJ, 1066 Gibsons Way Gibsons BC	verdict-id-16.tsv
OK	Tom Smith's Forge Martial Arts Academy	CT	Northford	https://www.forgeacademyct.com/	BJJ listed, 1060 Middletown Ave Northford CT	verdict-id-16.tsv
OK	Traphouse Jiu Jitsu	MT	Missoula	https://www.traphousesociety.com	BJJ, 2825 Stockyard Rd Missoula MT	verdict-id-16.tsv
OK	Tri-Force MMA	RI	Pawtucket	https://www.triforcemma.com	BJJ MMA, Pawtucket RI location listed	verdict-id-16.tsv
AGGREGATOR	Trifecta MMA/BJJ	CA	Visalia	https://trifecta-mmabjj.maonrails.com/	Redirects to Gymdesk-hosted subdomain; Visalia CA	verdict-id-16.tsv
OK	Triumph Brazilian Jiu-Jitsu	NH	Nashua	https://teamtriumphbjj.com	BJJ, 2 Townsend West Nashua NH	verdict-id-16.tsv
OK	Triumph Martial Arts Pella	IA	Pella	https://triumphma.com/location/pella-ia	Machado BJJ, 1582 Washington Street Pella IA	verdict-id-16.tsv
OK	Triunity Martial Arts Studio	BC	Surrey	https://www.triunitymartialarts.com	BJJ, 4a-15685 Fraser Hwy Surrey BC	verdict-id-16.tsv
OK	Truro BJJ	NS	Truro	https://trurojiujitsu.com	BJJ, 779 Prince Street Truro NS	verdict-id-16.tsv
OK	Tsunami Academy of Martial Arts	PA	Gettysburg	https://tsunami.academy/	Gettysburg PA academy; disciplines not listed onscreen	verdict-id-16.tsv
OK	Tutaj Brazilian Jiu Jitsu	IL	Forest Park	https://www.tutajbjj.com/	BJJ; moved from Forest Park to North Riverside	verdict-id-16.tsv
OK	Underground Jiu Jitsu	TX	Plano	https://underground-bjj.com/	BJJ, 1406 Capital Ave Plano TX	verdict-id-16.tsv
OK	Vagner Rocha Martial Arts	FL	Miami	https://www.vagnerrochamartialarts.com/	Hollywood FL address, Miami metro neighbour	verdict-id-17.tsv
OK	Valhalla Jiu-Jitsu & MMA	AL	Alexandria	https://www.valhallamartialarts.com/	81 Big Valley Dr, Alexandria AL	verdict-id-17.tsv
OK	Valle Brazilian Jiu Jitsu	NH	Londonderry	https://vallebjj.com	Londonderry NH address confirmed	verdict-id-17.tsv
OK	Valley City Jiu-Jitsu and Self Defense Academy	ND	Valley City	https://jiujitsuvc.wixsite.com/valley-city-jiujitsu	Own Wix site, Valley City ND address	verdict-id-17.tsv
OK	Van Buren Jiu Jitsu Chandler	AZ	Chandler	https://vanburenjiujitsu.com/	Chandler AZ address confirmed	verdict-id-17.tsv
OK	Vanquish MMA & Jiu Jitsu	AZ	Payson	https://vanquishselfdefense.com/	Payson AZ on contact page	verdict-id-17.tsv
OK	Vaughan Jiu-Jitsu Academy	ON	Vaughan	https://vaughanbjj.com	Vaughan ON, no street address shown	verdict-id-17.tsv
OK	Veneration Jiu Jitsu LLC	AR	Jonesboro	https://www.jonesborojiujitsu.com/	Jonesboro AR address confirmed	verdict-id-17.tsv
OK	Verde Valley Brazilian Jiu Jitsu	AZ	Cottonwood	https://verdevalleybjj.com/	Cottonwood AZ address confirmed	verdict-id-17.tsv
OK	Vermont BJJ	VT	Burlington	https://vermontbjj.com	Williston VT, Burlington metro neighbour	verdict-id-17.tsv
OK	WAMMA Brandon	MB	Brandon	https://wammabrandon.com	389 Park Ave East, Brandon MB	verdict-id-17.tsv
OK	West River Jiu Jitsu	PE	Bonshaw	https://westriverjiujitsu.ca	25 Green Road, Bonshaw PE	verdict-id-17.tsv
OK	Whitefish BJJ	MT	Whitefish	https://whitefishbjj.com	Moved to Columbia Falls; glaciergrappling.com	verdict-id-17.tsv
OK	Winona BJJ	MN	Winona	https://winonabjj.com	Flow Jiu-Jitsu rebrand; Winona location listed	verdict-id-17.tsv
OK	Wyo Faction	WY	Rock Springs	https://wyofaction.com	Names Rock Springs WY; BJJ and MMA	verdict-id-17.tsv
OK	Xcell Jiu Jitsu	FL	Boynton Beach	https://www.xcellbjj.com/	975 Gateway Blvd, Boynton Beach FL	verdict-id-17.tsv
OK	Alex Martins Brazilian Jiu Jitsu	TX	Dallas	https://alexmartinsbrazilianjiujitsu.com	BJJ academy, Dallas TX address on page	verdict-id-2.tsv
OK	Alexander Jiu-Jitsu	OK	Seminole	https://alexanderjj.com/	BJJ academy, Seminole OK address matches	verdict-id-2.tsv
OK	Alexandre Garcia Brazilian Jiu-Jitsu	NV	Reno	https://www.agjiujitsu.com	Gracie Humaita Reno NV, address matches	verdict-id-2.tsv
OK	Alliance Jiu Jitsu - Northwest Arkansas	AR	Cave Springs	https://alliancejjnorthwestarkansas.com/	BJJ academy, Cave Springs AR address	verdict-id-2.tsv
OK	Alliance Jiu Jitsu Anderson	SC	Anderson	https://allianceanderson.com	Jiu jitsu school, Anderson SC named	verdict-id-2.tsv
OK	Alliance Jiu Jitsu Twin Falls	ID	Twin Falls	https://alliancetf.com	BJJ, 647 Filer Ave Twin Falls ID	verdict-id-2.tsv
OK	Aloisio Silva Brazilian Jiu-Jitsu Academy	TX	Arlington	https://silvabjjtx.com/	Rebranded Flores Martial Arts, Arlington TX BJJ	verdict-id-2.tsv
OK	Alvarez Brazilian Jiu-Jitsu Arlington	TX	Arlington	https://alvarezbjj.com/	BJJ academy in Arlington TX	verdict-id-2.tsv
OK	American Elite Mixed Martial Arts	OK	Edmond	https://www.americanelitemma.com/	BJJ/MMA in Edmond OK, address updated	verdict-id-2.tsv
SUSPECT	American Grappling	KY	Tompkinsville	https://americangrappling.org/	Now Raleigh NC grappling tournament org	verdict-id-2.tsv
